"","newAnalysisData.Rho","oldData.Rho","newAnalysisData.p.adj","oldData.p.adj","newAnalysisData.permPValue","oldData.permp.2sided","RhoChange","RhoChangePercent","pChange","pChangePercent"
"DHX15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATG101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NXN",0.0217222718588195,-0.0238206036760128,0.948663994047498,0.937783104918085,0.888714649342278,0.882682999957168,-0.00209833181719334,-0.0965981749437225,0.00603164938510947,0.00678693592996739
"GDPD5",0.063118127260214,0.075446736017634,0.725888402046947,0.641412651540597,0.801710994932443,0.850650167785235,-0.01232860875742,-0.195325959317415,-0.048939172852792,-0.0610434098598285
"SKAP1",0.182630946089862,0.127819643982873,0.196447445530441,0.396582931083481,0.100764506180838,0.157893629997266,0.0548113021069891,0.300120561605259,-0.0571291238164279,-0.566956818246104
"HIP1",0.12800277378011,0.150141453419292,0.371794218350611,0.252226448553628,0.867229985544159,0.785622700998424,-0.0221386796391824,-0.172954686725879,0.0816072845457352,0.0941010872617939
"LUZP2",-0.241910105208183,-0.241772164396081,0.0861954104547377,0.0762987323235481,0.0472417794970986,0.0329795539425654,0.00013794081210175,-0.000570215171387905,0.0142622255545332,0.301898567462074
"STARD13",0.0937324834960022,0.0308583256437133,0.555640120805893,0.862254995491736,0.136835236541599,0.603060495228486,0.0628741578522889,0.670783014673569,-0.466225258686887,-3.40720175935935
"AGPAT1",0.0437644993922834,-0.0368234285414751,0.880574404060976,0.893194318934815,0.738618481353188,0.853360967480022,0.00694107085080832,0.158600485489208,-0.114742486126834,-0.155347434465246
"PRR5",0.12192798849579,0.122743106944534,0.480285384215854,0.445165166419448,0.198335788304003,0.122537231574062,-0.000815118448743976,-0.00668524478095627,0.0757985567299409,0.382172866420654
"PRELID3A",0.0482177033636613,0.0254300122127832,0.851969338523256,0.919675316757805,0.945194991963455,0.972136482939633,0.0227876911508781,0.47260009418142,-0.026941490976178,-0.0285036328009022
"SEC62",0.0203636848326298,0.0249199610216708,0.945391095755391,0.925408052982702,0.920316668521891,0.725111097070407,-0.00455627618904096,-0.223745173159437,0.195205571451484,0.212106960710601
"AGTPBP1",-0.0064463649301968,0.0187367079903596,0.974669388187789,0.916568233989415,0.88365918969976,0.935489283167652,-0.0122903430601628,1.90655403366802,-0.0518300934678922,-0.0586539404241385
"ZNF444",-0.2394072231781,-0.244143357760866,0.140701882275987,0.107103183711647,0.208950242374017,0.088602785985648,-0.00473613458276648,0.0197827555906414,0.120347456388369,0.575962272266472
"CELA3B",0.0680625847247979,0.0555815537579031,0.701328168906908,0.746241609223084,0.337150832990355,0.909727316551738,0.0124810309668948,0.183375800630555,-0.572576483561383,-1.69827990185557
"MRPL35",0.21325790575691,0.211726198607509,0.120892906058815,0.115834115061259,0.0553317304568198,0.0599738969349949,0.00153170714940137,0.00718241672666215,-0.00464216647817509,-0.08389700520568
"PKD1L2",0.166521930133337,0.189991540828392,0.210834494783029,0.127436044281958,0.0950321151296304,0.0999768912417806,-0.0234696106950553,-0.140940059223808,-0.00494477611215015,-0.0520326850076432
"TBC1D22A",-0.0701940997957565,-0.0836320224900522,0.699857155543969,0.606551338080581,0.794691425323884,0.666512702078522,-0.0134379226942957,0.191439490404407,0.128178723245363,0.161293703644936
"NUDT4",-0.106375869243507,-0.14538734804403,0.714662684630227,0.567328411549513,0.549347130263212,0.328247537235293,-0.0390114788005233,0.36673240912581,0.221099593027919,0.402477014710139
"MXD4",-0.125135275794009,-0.196582680020048,0.614105216334467,0.353068898050445,0.927587546026388,0.334222183992086,-0.0714474042260392,0.570961335823898,0.593365362034302,0.639686641520974
"AZIN1",-0.258845324065741,-0.26819351897275,0.0854690647597238,0.0643692616322574,0.063451459848953,0.0189168670125269,-0.00934819490700867,0.036114984656375,0.0445345928364261,0.701868687378372
"CXCL14",0.100512716386723,0.00790964996460416,0.73628462837876,0.982535283365485,0.183534236361377,0.914327355680882,0.0926030664221184,0.921306972401663,-0.730793119319505,-3.98178091351077
"RBBP9",-0.156439678375431,-0.19450887099369,0.336277546096479,0.191497196364999,0.197984884420687,0.0621018436484833,-0.0380691926182586,0.243347423195913,0.135883040772204,0.686330379057997
"CDR2L",0.0337071767989061,-0.0150006780506551,0.884064671746804,0.949435909323672,0.912312556104048,0.888842087527905,0.018706498748251,0.554970796274403,0.0234704685761427,0.0257263461070527
"P2RX4",-0.102273329810323,-0.103465907265805,0.544698873472068,0.513567797868715,0.251658268943468,0.101371132500685,-0.00119257745548222,0.0116606886437939,0.150287136442783,0.597187356782396
"TNPO1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STARD7",-0.0704907376850241,-0.111058680895315,0.74784339392244,0.552007319628659,0.777166987838498,0.138548121917288,-0.0405679432102909,0.575507428955586,0.63861886592121,0.821726702130483
"FAM53B",-0.230154599056359,-0.220088120608876,0.0902539874084105,0.0972061685841063,0.755927130952871,0.203618386452088,0.0100664784474832,-0.0437378983029498,0.552308744500783,0.730637546775944
"BAG5",0.0973794568720203,0.0985654204374231,0.581887785671526,0.547018973962803,0.118006856259958,0.106871354265378,-0.00118596356540283,-0.0121787859934511,0.0111355019945805,0.09436317810255
"CRYGN",-0.184469612978731,-0.203443464943356,0.342419754165305,0.24327784914028,0.163069566625513,0.0892216831892006,-0.0189738519646253,0.102856246393345,0.0738478834363122,0.452861223369183
"NPHP3",0.208404375910138,0.174833293356832,0.0927701451918815,0.169448736852289,0.0735308362410589,0.110682623184457,0.0335710825533056,0.161086265135724,-0.0371517869433981,-0.505254514195949
"ABHD12B",0.128895574096568,0.144892142017043,0.403723441803163,0.311722212546297,0.125581723864608,0.2032347621251,-0.0159965679204752,-0.124104865761261,-0.0776530382604916,-0.618346650060406
"LRRC8D",0.00668675711904199,0.00439388691833414,0.978642260002036,0.98680755998323,0.989124761057933,0.978226078167116,0.00229287020070785,0.342897186167927,0.0108986828908169,0.0110185118398613
"DGKH",-0.125559013368026,-0.13546327153321,0.387485582148723,0.320502307493229,0.817763529078684,0.288591309466249,-0.009904258165184,0.0788812997132562,0.529172219612435,0.647096869444173
"PCID2",-0.0549584068827796,-0.132905195855689,0.834071021071214,0.523266995556793,0.595862739842967,0.0433670728300346,-0.0779467889729094,1.41828690811875,0.552495667012932,0.927219693512866
"NAB1",0.0565728062742123,-0.00328313256983515,0.797263347531702,0.988981415025779,0.291503132861269,0.970632355116097,0.0532896737043772,0.941966241626382,-0.679129222254828,-2.32974930865678
"CLPTM1",-0.0128862555509523,-0.0511525657666893,0.957109010903884,0.796596533267149,0.964727077997285,0.770724405464665,-0.038266310215737,2.96954457130172,0.19400267253262,0.201095912986456
"ZNF644",-0.203900206411989,-0.193622462605381,0.0922040475859578,0.10746318621264,0.0641282055793748,0.015911718339464,0.010277743806608,-0.0504057547928194,0.0482164872399108,0.751876445072687
"ARHGAP6",0.118457052598922,0.0892633008914689,0.450207394357444,0.566949065300764,0.195491652746368,0.317685727529392,0.0291937517074533,0.246450093657986,-0.122194074783024,-0.625060318772582
"SERPINA9",0.185717498847598,0.103258002805338,0.337675918570871,0.631734679271048,0.147718158060512,0.62324570073137,0.0824594960422596,0.444004989050208,-0.475527542670858,-3.219154292975
"LRRC71",0.220962623171553,0.216084700673957,0.0768699534817828,0.0771748436765677,0.0819328359754989,0.0649495374264087,0.00487792249759589,0.0220757810872327,0.0169832985490902,0.207283177091158
"RAD51C",-0.0342417637604343,-0.0251920397934634,0.87165059350165,0.900256743179544,0.854431840740895,0.894985627595018,0.00904972396697093,-0.264289071973206,-0.0405537868541234,-0.0474628693834237
"NIPA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITPRIP",0.16498308373972,0.138721419522647,0.221456371525079,0.309114040255088,0.775843449462705,0.756700685261636,0.0262616642170729,0.159177920680061,0.0191427642010692,0.0246734882073518
"FIP1L1",-0.23375833606894,-0.19934712614711,0.286593873789988,0.365123594413412,0.680248017704589,0.420523998803265,0.0344112099218297,-0.147208482488861,0.259724018901324,0.381807829117577
"SIRT6",-0.150041533256144,-0.136566330063622,0.335588176540739,0.371425606857086,0.0892051554244109,0.139730710788452,0.0134752031925221,-0.0898098206549104,-0.0505255553640411,-0.566397257239853
"NRIP2",0.0627791241096676,0.0360534643205415,0.728303258574126,0.842489270718326,0.823065811149163,0.884199680376819,0.0267256597891261,0.425709344756699,-0.0611338692276557,-0.074275797147133
"RTN4",-0.20730106723918,-0.19458533086842,0.0661229580140707,0.0834709096884479,0.219457780874444,0.208335952725215,0.01271573637076,-0.061339464094938,0.0111218281492293,0.0506786686027427
"PPP2R5E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TSPO",-0.139688563543025,-0.140252795055319,0.39605556688524,0.370248535017774,0.0766149703474662,0.0510532629053642,-0.0005642315122939,0.00403921049785949,0.025561707442102,0.333638547743005
"LZTS3",0.0964128341651004,0.0394891133272906,0.64247195291912,0.860998404264578,0.068970591981072,0.686063632289866,0.0569237208378098,0.590416424646659,-0.617093040308794,-8.94719071685141
"AP1S1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CBX3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHAT",0.061665790088271,0.0758008411631703,0.720815868136821,0.62288636109918,0.101294116253263,0.458629883899141,-0.0141350510748993,-0.229220302775101,-0.357335767645878,-3.52770507175798
"PRPF4B",-0.24192904971502,-0.258995711188468,0.0795308121819801,0.0515046329511371,0.708616996908923,0.820965941403206,-0.0170666614734481,0.0705440768421641,-0.112348944494283,-0.158546781949012
"SINHCAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TTC33",0.157802547760568,0.122776813590426,0.355965821280437,0.484393391962008,0.0728777573415956,0.180697978647086,0.0350257341701417,0.221959243796785,-0.10782022130549,-1.47946678435934
"AKAP1",0.0577065107424457,0.060838429398823,0.729408048020601,0.690202451267086,0.876684799556495,0.852757260365956,-0.0031319186563773,-0.0542732287238022,0.0239275391905389,0.0272932064096966
"PTPA",0.169028749629389,0.196819905488262,0.288287844201115,0.179229345345406,0.0581345657407497,0.0423316548604592,-0.0277911558588733,-0.164416739281383,0.0158029108802905,0.271833300531793
"TASP1",-0.0602515734304121,-0.11310318789783,0.822699041146418,0.616605653092662,0.46242940176953,0.274880816774248,-0.0528516144674179,0.877182311735963,0.187548584995282,0.405572362565203
"MGAT4B",-0.195124295566994,-0.209425176418775,0.155082670276923,0.107309041472363,0.0423593376337502,0.0815294142444618,-0.0143008808517814,0.0732911337884697,-0.0391700766107117,-0.924709374574889
"SUPT7L",-0.0661029114497938,-0.109992637227639,0.773081570145161,0.573653955954862,0.943932798671276,0.883887457226142,-0.0438897257778452,0.663960555068442,0.0600453414451341,0.0636118816187516
"GALNT16",0.230417083984727,0.230763084659785,0.0986282783005174,0.0908024798305096,0.04173453242432,0.0424130164810878,-0.000346000675057828,-0.00150162769649824,-0.000678484056767813,-0.0162571380905765
"SGCD",-0.0980261632026809,-0.171197615608638,0.685596610673441,0.400643998719789,0.853862183939983,0.53945426173506,-0.0731714524059571,0.74644819316927,0.314407922204923,0.368218581544563
"SUV39H1",-0.00224946405873703,-0.0443514586117904,0.993758725343151,0.864749842780546,0.996759450899604,0.849066689473797,-0.0421019945530534,18.7164557662201,0.147692761425807,0.148172923058327
"ZC3H15",-0.200027326137578,-0.23772070729443,0.391588440281681,0.26479906954657,0.464945694623021,0.0869425935417734,-0.037693381156852,0.188441158939087,0.378003101081248,0.813004842184276
"ZBTB49",0.0718735285204109,0.0432685453285504,0.661265686518508,0.796561238527199,0.489090401553217,0.845846896986244,0.0286049831918605,0.397990522807533,-0.356756495433027,-0.729428535706418
"HEY1",-0.22281116788584,-0.277659243545084,0.249205522400334,0.112714198815135,0.102927813987299,0.0957724202787039,-0.0548480756592435,0.246163943125802,0.00715539370859467,0.0695185628782289
"IL21R",0.189480371789366,0.162890670374521,0.126249786846786,0.187850139298835,0.300088259348693,0.162468460891505,0.0265897014148448,0.140329582234528,0.137619798457188,0.458597743063578
"NR1I2",0.0144588404780245,0.0147234361714279,0.946391261441938,0.942838703084942,0.686626190608812,0.948383437322745,-0.000264595693403424,-0.0182999247972598,-0.261757246713933,-0.381222345279082
"KLHL25",-0.354835403363226,-0.341453329522565,0.0375126733658819,0.038609384447585,0.034594203654287,0.0594879678858924,0.0133820738406614,-0.0377134685936704,-0.0248937642316054,-0.719593504171343
"STX3",-0.206934334730114,-0.200475840097011,0.225159870049053,0.224533851880012,0.379861271621206,0.937590925383204,0.00645849463310319,-0.0312103578245071,-0.557729653761998,-1.46824563446984
"ZNF420",-0.176572016163271,-0.0833836625972337,0.282563398613435,0.656404918736931,0.0307705681785253,0.473646468268197,0.0931883535660378,-0.527764000156565,-0.442875900089672,-14.3928411565294
"CCDC183",0.248630905648434,0.257884443311172,0.0421223742547523,0.0287788254361264,0.0192452510981223,0.0138844928361925,-0.00925353766273845,-0.0372179703026262,0.00536075826192981,0.278549665816147
"ZNF385A",0.0416626484722732,-0.00379058825161699,0.87056656217289,0.988648929847458,0.884148413445947,0.989315646925849,0.0378720602206562,0.909017107874463,-0.105167233479902,-0.118947488770596
"MAPK15",-0.0160365391911889,-0.0157510835703072,0.946099815868987,0.943661261961792,0.88506062734206,0.679990694329886,0.000285455620881662,-0.0178003257110801,0.205069933012174,0.231701565606893
"ELAC2",0.160299607930894,0.145892994490869,0.208379858325999,0.250039856450007,0.49562236109434,0.170265397677246,0.0144066134400248,0.0898730422736627,0.325356963417094,0.656461429017654
"PLCB1",-0.0781868821516108,-0.107570053379882,0.693789208991658,0.538454224554168,0.366224032758067,0.152135003835336,-0.0293831712282712,0.375806918241026,0.214089028922731,0.584584870933802
"FBXO40",0.105364504925943,0.0860755071461407,0.474747862139773,0.559612597897436,0.171214573827626,0.265806316231245,0.0192889977798023,0.183069220449143,-0.0945917424036189,-0.552474829034421
"LIMS1",-0.0485185424782985,-0.083550898602483,0.847894912961562,0.699170548970796,0.868482240219407,0.842934515017233,-0.0350323561241845,0.722040571186859,0.0255477252021741,0.0294165200151012
"RUNDC3B",-0.076021412235167,-0.101007461270944,0.743300171305838,0.623140025484885,0.960558775655125,0.889186171445425,-0.0249860490357769,0.328671203298412,0.0713726042097,0.0743032139402632
"CMTR2",-0.121954071384063,-0.110936673251968,0.376548507008508,0.414140762472083,0.461704918478446,0.393600301753945,0.011017398132095,-0.0903405520378122,0.0681046167245005,0.147506803585589
"TTC8",-0.175565645599958,-0.18680521331781,0.21238059996413,0.168489813233909,0.418981820934072,0.300847457627119,-0.011239567717852,0.0640191745910381,0.118134363306953,0.281955821003369
"GZF1",0.118396487715821,0.0998833794998958,0.443757201052656,0.513874007486316,0.510498555567858,0.209409438882813,0.0185131082159254,0.156365349792817,0.301089116685045,0.589794257792024
"ISYNA1",-0.159700756514347,-0.143434905145713,0.286593873789988,0.335090433546532,0.0536119785936015,0.0412137014529933,0.0162658513686343,-0.101852062091973,0.0123982771406082,0.231259458536155
"KPTN",-0.0525919128623496,-0.037927498956799,0.790856364441099,0.844695432260459,0.364407960831407,0.638106070179873,0.0146644139055506,-0.278834009022114,-0.273698109348466,-0.751076098129184
"ENOX2",-0.0115300291040776,-0.00212196392671852,0.965296947215314,0.993919859948692,0.979743967490575,0.992657980732504,0.00940806517735912,-0.815961962665985,-0.0129140132419292,-0.0131810081719676
"SPRYD4",0.109822384884161,0.0605320218799864,0.564545265231003,0.765552671389995,0.143429640329246,0.648428577471342,0.049290363004175,0.448818909334063,-0.504998937142096,-3.52088268493777
"MRPL30",-0.201677573617295,-0.191222436743032,0.198749291757444,0.21227468624126,0.178684533358498,0.0216635407666533,0.0104551368742631,-0.0518408501586938,0.157020992591844,0.878760962913397
"LBR",0.201158942125583,0.171183472261311,0.101171965977781,0.167505885000973,0.825944019279798,0.801991614255765,0.0299754698642722,0.149013857139687,0.0239524050240328,0.0290000344634964
"PRIM1",-0.153072675342127,-0.185811297615659,0.322289841548835,0.190516343727166,0.0814366919552184,0.0399419485108531,-0.0327386222735322,0.213876331620646,0.0414947434443653,0.509533754971076
"UBQLN2",0.0301746998342781,0.0487506688028252,0.910214150588325,0.835015318549546,0.77679661399139,0.860464619264388,-0.0185759689685471,-0.615614043240459,-0.0836680052729981,-0.107709024171835
"PEAR1",0.170437083128848,0.160829656250764,0.180187345909987,0.198469877357801,0.313652586421731,0.69376026272578,0.00960742687808372,0.05636934581203,-0.380107676304049,-1.21187483463938
"LRFN2",0.0178449759523621,0.00682465279557838,0.942266494108808,0.97761491835417,0.82346763865629,0.911173998437203,0.0110203231567837,0.617558868457033,-0.087706359780913,-0.106508568963353
"MFSD2B",-0.0287964719917571,-0.014769074252527,0.877411869639223,0.937264688418073,0.941872926767032,0.930743846816739,0.0140273977392301,-0.487122094096991,0.0111290799502933,0.0118159038592327
"ADCY2",0.0741595747239424,0.0656564374879488,0.693019701915951,0.716948412008068,0.129375586015984,0.171704193609537,0.00850313723599355,0.114660005368778,-0.0423286075935527,-0.327176161260619
"AURKAIP1",0.141632440523752,0.110467970825813,0.346227261196136,0.47237044392641,0.790583176194637,0.781745355377535,0.0311644696979393,0.220037652268746,0.00883782081710238,0.011178862747424
"OTUD6A",0.012196845303642,0.00492886568308336,0.955510432555974,0.982389565289053,0.967172921591932,0.964282703978422,0.00726797962055862,0.595890120733793,0.0028902176135096,0.00298831527329406
"TAF13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIBP",0.0357433099252639,-0.0264819374099652,0.911745204294117,0.930466505243309,0.921388016240619,0.920831828706162,0.00926137251529875,0.259107859195565,0.000556187534456742,0.000603640946759932
"VSTM1",-0.0412081819591706,-0.0524085796783816,0.836240849641971,0.769678475725609,0.687679980599986,0.86669758226007,-0.0112003977192109,0.271800336406697,-0.179017601660084,-0.2603210893298
"H1-6",0.0108865442782894,0.00809786701488946,0.959446955772398,0.97105603623065,0.965239147345095,0.967587818070844,0.00278867726339995,0.256158170316847,-0.00234867072574885,-0.00243325266304097
"QPCT",-0.0167141598455704,-0.0206301807599601,0.940550859297669,0.918426252386935,0.924190002431512,0.873768006065201,-0.00391602091438968,0.234293613951975,0.0504219963663114,0.0545580413482648
"ACACB",-0.0914274858311657,-0.0753378258980292,0.504711501380509,0.580200091761625,0.0667125204451126,0.194673204668804,0.0160896599331365,-0.175982745088806,-0.127960684223691,-1.91809098756763
"CA7",0.0359115951880867,-0.0610771887598372,0.896025167782498,0.801626626660945,0.943661859411396,0.859352271754941,-0.0251655935717505,-0.700765127250568,0.0843095876564551,0.0893430065182912
"FAIM",0.067538163350597,0.024690005680872,0.747849323291688,0.910489386810728,0.902021201663212,0.960797538254015,0.0428481576697251,0.634428825778045,-0.0587763365908028,-0.0651607040748341
"PALM",0.0132654182811395,0.00420288702725666,0.955456308400967,0.986225350474085,0.977657077655222,0.998651751669511,0.00906253125388282,0.683169656758412,-0.0209946740142887,-0.0214744765768397
"ARHGEF3",-0.0194126527051234,-0.0749304354262255,0.93447720775879,0.68029263800136,0.975397882188828,0.673166729774075,-0.0555177827211021,2.85987616243966,0.302231152414753,0.309854222501012
"CHST4",0.0837558957558472,0.0830667724597317,0.601369210517439,0.579558878964869,0.247639998508581,0.887087301254352,0.000689123296115549,0.00822775865384305,-0.639447302745771,-2.58216486269125
"DUPD1",0.0722490763458446,0.0539081583548965,0.711354494927899,0.778929202628311,0.0607399154050472,0.150555075730446,0.0183409179909481,0.253856781547672,-0.0898151603253988,-1.4786843170008
"DPYSL4",-0.0744245671565039,-0.106440385625673,0.677229971386454,0.488358561698181,0.958431493971254,0.242711493090664,-0.0320158184691691,0.430178094309162,0.71572000088059,0.746761772106433
"GJB5",0.194130935601853,0.17965761382435,0.159436096069454,0.183101668756057,0.0358704037027514,0.110774474531339,0.0144733217775026,0.0745544327215639,-0.0749040708285876,-2.08818588854751
"SNX10",-0.152959887264267,-0.273004967218897,0.587623612874227,0.23044175761196,0.382102974226812,NA,-0.12004507995463,0.784814124158112,NA,NA
"TRPV2",0.0887921863101267,0.0353056320056941,0.557508705306166,0.83478093463044,0.279990172885211,0.474286432792657,0.0534865543044326,0.602379066527529,-0.194296259907446,-0.693939569040168
"KLHL17",-0.0352709367594346,-0.0766746553572589,0.899296163745683,0.742546817902792,0.810077231377199,0.454398054316984,-0.0414037185978243,1.17387635265313,0.355679177060215,0.439068231130914
"GSTO2",0.143605257933179,0.108216108998104,0.434491846232961,0.562119043751787,0.0360969333951997,0.19235475296401,0.0353891489350749,0.246433518134426,-0.15625781956881,-4.32883918027202
"PPP1R32",0.260982022981058,0.255736615126151,0.016942389004005,0.0171432712151067,0.0164272692236075,0.0450954506401794,0.00524540785490674,0.0200987324528765,-0.0286681814165719,-1.74515806774343
"OR13H1",-0.226739007950479,-0.1974292649745,0.182523212025837,0.245237682950935,0.11828481953571,0.115980091072752,0.0293097429759786,-0.129266433865584,0.00230472846295819,0.0194845667601699
"SLC25A15",-0.0638216227288603,-0.0900788885962925,0.79912325076274,0.681440986221337,0.438585914136247,0.41655298831955,-0.0262572658674322,0.411416456441158,0.0220329258166972,0.0502362823486682
"NF2",-0.481829960069919,-0.409547250041766,0.00516804783315372,0.020078371111273,0.171091075259143,0.491618428697467,0.0722827100281533,-0.1500170516953,-0.320527353438324,-1.87343117081261
"ZFP92",-0.0304095692684053,-0.0329326012609456,0.888449057110158,0.866396646599185,0.915615215577726,0.891361062209685,-0.00252303199254033,0.0829683567784596,0.0242541533680414,0.0264894608077671
"ANKRD34B",0.0568374134587772,0.0765623571068847,0.749681383100343,0.624690069117995,0.657046270312602,0.808253648716658,-0.0197249436481075,-0.347041542670015,-0.151207378404056,-0.230132009321225
"TEKT1",0.329968277329117,0.325788402629273,0.00194339095039838,0.00215185703096641,0.118211927935475,0.0708634980589655,0.00417987469984377,0.0126675046876542,0.0473484298765091,0.400538513358432
"TRIM2",-0.0363727862570052,-0.0795489325501782,0.888663015842746,0.715793662187884,0.758906655725298,0.313533232118758,-0.043176146293173,1.18704533626036,0.44537342360654,0.586861928600284
"MAOA",-0.00364175300438085,-0.0182016678386054,0.987007271706671,0.925927836745126,0.989014161987742,0.910379938570287,-0.0145599148342245,3.99805116291788,0.0786342234174545,0.0795076819318884
"DCBLD1",0.110938180987567,0.0862289727944408,0.457567072215147,0.560328981924707,0.769839103296956,0.858599234876193,0.0247092081931265,0.222729523534334,-0.0887601315792371,-0.115296990240049
"PARVB",0.0846131367415988,0.03863173669222,0.681325208057396,0.860332337514725,0.196229265402844,0.918373448946031,0.0459814000493788,0.543430982706645,-0.722144183543187,-3.68010440267756
"MTSS2",-0.166855953117979,-0.187017020429984,0.29298416179139,0.204609559719121,0.130883199677088,0.108460052087709,-0.0201610673120053,0.120829175916487,0.0224231475893791,0.171321817045281
"TNFSF13",-0.0563905604426546,-0.0592219379004892,0.79479853077155,0.771401354170313,0.282662873344966,0.158955223880597,-0.00283137745783461,0.0502101315469976,0.123707649464369,0.437650859486573
"IMPDH1",0.152418996653263,0.107434509079821,0.33686440365387,0.5231813929404,0.0293718068625513,0.129819321456366,0.0449844875734423,0.295137014159575,-0.100447514593815,-3.41986160619502
"CRTC1",-0.130975821853837,-0.206873371283107,0.465524064300925,0.176304673652018,0.172787371653892,0.0778459527273494,-0.0758975494292698,0.579477558186028,0.0949414189265423,0.549469663308024
"DNAJB12",-0.000836458464329492,-0.00122872470523921,0.996766316762909,0.995374259477129,0.989437369835138,0.987655101223956,-0.000392266240909718,0.468960812326958,0.0017822686111818,0.00180129502434173
"ATP9A",0.00145226726985237,-0.00574327581831064,0.995397816704693,0.98179254749291,0.995894970309177,0.994457206685072,-0.00429100854845827,-2.95469617579035,0.00143776362410453,0.00144369001447831
"EIF4EBP1",0.0861460984507896,0.0234656458644425,0.742801985161055,0.934104712682967,0.536581724792555,0.901961621379325,0.0626804525863471,0.727606400215013,-0.36537989658677,-0.680939882415911
"OLFM3",-0.0969124900799384,-0.155043418236511,0.732027534551345,0.52179292828403,0.886743583191927,0.433445045974048,-0.0581309281565726,0.599829063401666,0.453298537217879,0.511194606659778
"TEAD3",-0.0167625396978825,-0.0899271031244617,0.962416213764115,0.753450668599767,0.919892825153058,0.607508093390219,-0.0731645634265792,4.36476600474935,0.312384731762839,0.339588181602419
"HELT",0.00152626448554717,0.0370076825144721,0.994753467333313,0.850598463247507,0.992497508874121,0.693697720452078,-0.0354814180289249,-23.2472277019567,0.298799788422043,0.30105847697391
"METTL24",0.126709799140518,0.118161605929495,0.472219037540253,0.478748704719091,0.506231316932543,0.763448799628708,0.00854819321102272,0.0674627634879526,-0.257217482696165,-0.50810266787671
"MAP3K15",0.0664810273399458,0.0568799152101346,0.689592592019506,0.724590622544533,0.253612583687996,0.392685738237452,0.00960111212981121,0.144418829160335,-0.139073154549456,-0.548368509665707
"FAM184A",-0.0785613360223542,-0.0209740966056796,0.617847542591601,0.905891560370379,0.875622009413492,0.952892457748255,0.0575872394166746,-0.733022658885135,-0.0772704483347629,-0.088246352311907
"DFFB",0.0786994177695105,0.0581675050747111,0.636438784247382,0.725345153479538,0.646798663120319,0.791026261012174,0.0205319126947994,0.260890274371938,-0.144227597891855,-0.222986852193022
"CLEC12B",0.0375069159752582,0.05110821051406,0.862194261445904,0.791360271126443,0.611778050946106,0.297779768379295,-0.0136012945388018,-0.362634308503904,0.313998282566811,0.513255227253115
"KRTDAP",0.286432584840775,0.253722258970036,0.0620715824173803,0.0981384145856569,0.0748643696430838,0.647327537208176,0.0327103258707395,0.114199038803224,-0.572463167565092,-7.64667050954029
"PSPC1",-0.180590562371355,-0.2066197048261,0.441620906710856,0.335770747687921,0.0704940732086633,0.0381019467213115,-0.0260291424547447,0.144133459207132,0.0323921264873518,0.459501416402351
"ZC3H12B",0.175671907467243,0.146062076320514,0.197675646668674,0.291993610967549,0.722976464724648,0.872185360716166,0.0296098311467287,0.16855188500899,-0.149208895991518,-0.20638140143102
"PTGES2",0.0980335027909862,0.0834647375928943,0.555704945130059,0.608118886153801,0.0622276358543231,0.240254825280686,0.0145687651980919,0.148610064756673,-0.178027189426363,-2.86090234639687
"TRIM9",-0.244517490359519,-0.229076718566521,0.0927701451918815,0.10540350426539,0.0683330529857023,0.0723710515793683,0.0154407717929979,-0.0631479235710094,-0.00403799859366602,-0.059092904783735
"RPL14",0.0800672467378264,0.0310491073881066,0.733953755175011,0.899329145525272,0.809691710060741,0.93163160595177,0.0490181393497198,0.612212126017342,-0.121939895891029,-0.150600400591826
"LRRC25",0.0335410267338896,0.010332356277587,0.853442782154572,0.958984162306591,0.838781043240823,0.949487539561108,0.0232086704563026,0.691948718220148,-0.110706496320285,-0.131984976547091
"CFAP36",-0.0153460318425983,-0.0232178397372783,0.943812005934015,0.904097383024975,0.945700189788933,0.932929012150694,-0.00787180789468,0.51295396591248,0.0127711776382391,0.0135044676697056
"OSTN",0.0519687707175228,0.047868522344146,0.815803461071038,0.824032445157058,0.74336945894785,0.390795781399808,0.00410024837337678,0.0788983136750291,0.352573677548042,0.474291314102503
"KLHL7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOSIP",-0.114789330543554,-0.0790196602540192,0.553429132179322,0.68766178389192,0.819316598895588,0.843556473016809,0.0357696702895351,-0.311611454829097,-0.0242398741212213,-0.029585479110146
"CERKL",-0.0244430391841821,0.00468187025260304,0.892773478371988,0.980990861175195,0.815108661732853,0.95623935935431,0.0197611689315791,-0.808457932856695,-0.141130697621457,-0.173143415408474
"NANOS3",0.0750436893347779,0.0831235117994063,0.71895202466068,0.66092148254019,0.739946970959838,0.784332544202018,-0.00807982246462836,-0.107668246807315,-0.0443855732421798,-0.059984802944195
