"","Rho","N","P","p.adj","PermPval","Carnivora","Cetacean","Combination","ratio"
"LMO4",NA,NA,NA,NA,NA,"0.4485","0.4561","0.4462","0.9782"
"GOLGA7B",NA,NA,NA,NA,NA,"1.151","0.4114","0.7281","0.6324"
"UBTD1",NA,NA,NA,NA,NA,"0.3629","0.3488","0.3556","0.9801"
"SAMD13",NA,NA,NA,NA,NA,"0.4254","0.3535","0.6912","1.625"
"FUBP1",NA,NA,NA,NA,NA,"13.38","0.5185","9.794","0.7321"
"PSMA7",NA,NA,NA,NA,NA,"0.4981","0.4224","0.4532","0.9097"
"RAP2C",NA,NA,NA,NA,NA,"0.436","0.4898","0.4325","0.883"
"EXOSC1",NA,NA,NA,NA,NA,"0.4679","0.882","0.6788","0.7695"
"ZRANB2",NA,NA,NA,NA,NA,"1.68","0.4991","1.743","1.038"
"GADD45A",NA,NA,NA,NA,NA,"0.7321","0.3554","1.264","1.727"
"LEPROT",NA,NA,NA,NA,NA,"4.144","0.4376","5.921","1.429"
"MCTS1",NA,NA,NA,NA,NA,"0.3674","0.3489","0.3504","0.9536"
"SSBP3",NA,NA,NA,NA,NA,"0.4236","0.5547","0.4457","0.8034"
"LGI1",NA,NA,NA,NA,NA,"0.4714","0.4958","0.3388","0.6833"
"PFDN4",NA,NA,NA,NA,NA,"0.3737","0.4104","0.5878","1.432"
"MAGOH",NA,NA,NA,NA,NA,"0.5264","6.569","0.5674","0.08638"
"UBE2A",NA,NA,NA,NA,NA,"0.503","0.4658","0.6851","1.362"
"PTEN",NA,NA,NA,NA,NA,"0.3732","0.7857","0.5619","0.7152"
"RNF220",NA,NA,NA,NA,NA,"0.3593","3.084","0.6196","0.2009"
"ERI3",NA,NA,NA,NA,NA,"0.3394","0.5646","0.5563","0.9853"
"ZCCHC24",NA,NA,NA,NA,NA,"0.3321","0.3287","0.3388","1.02"
"NCS1",NA,NA,NA,NA,NA,"0.7297","0.4368","0.563","0.7716"
"TNNC2",NA,NA,NA,NA,NA,"0.3898","1.4","0.399","0.2851"
"RIMS4",NA,NA,NA,NA,NA,"0.3704","0.4268","0.4393","1.029"
"TIMM8A",NA,NA,NA,NA,NA,"0.356","0.4497","0.4228","0.9402"
"CCND3",NA,NA,NA,NA,NA,"0.6206","0.9089","1.047","1.152"
"RRAGC",NA,NA,NA,NA,NA,"0.5921","0.438","0.4062","0.6861"
"POU3F1",NA,NA,NA,NA,NA,"0.482","0.4588","0.3532","0.7327"
"SF3A3",NA,NA,NA,NA,NA,"0.6257","0.5166","1.137","1.817"
"C1orf122",NA,NA,NA,NA,NA,"1.287","0.3629","0.4501","0.3498"
"MEAF6",NA,NA,NA,NA,NA,"0.4078","0.398","0.3908","0.9582"
"AGO3",NA,NA,NA,NA,NA,"0.917","0.5526","1.362","1.485"
"AGO4",NA,NA,NA,NA,NA,"0.5489","0.4034","0.4596","0.8374"
"SH3BGRL",NA,NA,NA,NA,NA,"0.371","0.8076","0.3824","0.4736"
"EIF4EBP2",NA,NA,NA,NA,NA,"1.616","0.518","0.3815","0.2361"
"PSMB2",NA,NA,NA,NA,NA,"0.9524","0.4076","0.3958","0.4156"
"SAR1A",NA,NA,NA,NA,NA,"1.534","0.6857","0.4516","0.2943"
"CDK9",NA,NA,NA,NA,NA,"0.6388","0.3759","0.3698","0.5789"
"STXBP1",NA,NA,NA,NA,NA,"0.6798","0.5425","0.3591","0.5282"
"MAFB",NA,NA,NA,NA,NA,"0.7278","0.4398","0.3377","0.464"
"RPRD1B",NA,NA,NA,NA,NA,"0.4292","0.4047","0.4082","0.9511"
"HPCA",NA,NA,NA,NA,NA,"0.4938","0.4665","0.6576","1.332"
"RBBP4",NA,NA,NA,NA,NA,"0.6351","0.5009","1.36","2.141"
"PABPC1L2A",NA,NA,NA,NA,NA,"0.9126","0.7716","0.4658","0.5104"
"PABPC1L2B",NA,NA,NA,NA,NA,"1.109","0.7422","1.159","1.045"
"HDAC1",NA,NA,NA,NA,NA,"0.3778","0.4227","0.4229","1.001"
"EIF3I",NA,NA,NA,NA,NA,"3.656","2.588","0.3684","0.1008"
"LHX2",NA,NA,NA,NA,NA,"0.4187","0.3405","0.394","0.941"
"KPNA6",NA,NA,NA,NA,NA,"1.694","0.4398","1.65","0.9745"
"PPIL1",NA,NA,NA,NA,NA,"0.4951","0.4097","0.4618","0.9328"
"SRSF3",NA,NA,NA,NA,NA,"0.864","0.487","0.4395","0.5087"
"OGT",NA,NA,NA,NA,NA,"0.4556","0.4251","0.3939","0.8646"
"NKAIN1",NA,NA,NA,NA,NA,"0.4446","0.6345","0.4227","0.6662"
"TAF12",NA,NA,NA,NA,NA,"0.7422","0.3734","1.438","1.937"
"TRNAU1AP",NA,NA,NA,NA,NA,"0.3602","0.3403","0.5598","1.554"
"RAB14",NA,NA,NA,NA,NA,"0.6043","0.4745","0.748","1.238"
"NONO",NA,NA,NA,NA,NA,"2.082","0.6029","2.442","1.173"
"MED18",NA,NA,NA,NA,NA,"1.053","0.4111","1.623","1.541"
"UBE2D1",NA,NA,NA,NA,NA,"0.5796","5.494","0.5556","0.1011"
"FAM76A",NA,NA,NA,NA,NA,"0.3508","0.5977","0.3803","0.6362"
"ATP6V1G1",NA,NA,NA,NA,NA,"1.484","0.5635","2.169","1.462"
"ROMO1",NA,NA,NA,NA,NA,"0.5738","0.4718","0.6518","1.136"
"POLE3",NA,NA,NA,NA,NA,"0.529","0.6605","0.4579","0.6933"
"MAPK8",NA,NA,NA,NA,NA,"2.277","0.6767","11.31","4.969"
"INIP",NA,NA,NA,NA,NA,"0.3848","0.3851","0.3895","1.011"
"UGCG",NA,NA,NA,NA,NA,"1.44","0.3689","1.118","0.7766"
"CLIC4",NA,NA,NA,NA,NA,"0.8293","0.3486","1.204","1.452"
"EIF6",NA,NA,NA,NA,NA,"8.875","2.697","0.3519","0.03965"
"LYPLA2",NA,NA,NA,NA,NA,"1.046","0.3709","0.4264","0.4078"
"RPL11",NA,NA,NA,NA,NA,"0.4393","0.5198","0.5484","1.055"
"ID3",NA,NA,NA,NA,NA,"2.278","1.013","5.803","2.547"
"HNRNPR",NA,NA,NA,NA,NA,"21.03","0.391","2.785","0.1325"
"CCNY",NA,NA,NA,NA,NA,"0.8689","1.138","0.3645","0.3204"
"ZC4H2",NA,NA,NA,NA,NA,"0.3805","0.4858","0.4002","0.8239"
"EIF2S2",NA,NA,NA,NA,NA,"0.3439","0.3824","0.3301","0.8631"
"STK19",NA,NA,NA,NA,NA,"0.3403","0.3641","0.342","0.9394"
"MAPRE1",NA,NA,NA,NA,NA,"0.4106","0.3581","0.368","0.8961"
"LSM2",NA,NA,NA,NA,NA,"1.352","0.5891","1.892","1.4"
"DIRAS2",NA,NA,NA,NA,NA,"0.3406","0.5397","0.3403","0.6306"
"SPIN1",NA,NA,NA,NA,NA,"0.4115","0.392","0.4884","1.187"
"ISCA1",NA,NA,NA,NA,NA,"0.4127","0.6024","0.622","1.033"
"FGF14",NA,NA,NA,NA,NA,"1.386","0.466","0.4633","0.3342"
"AADACL4",NA,NA,NA,NA,NA,"0.5255","NA","0.5255","NA"
"HNRNPK",NA,NA,NA,NA,NA,"0.4226","0.4258","0.4301","1.01"
"BMI1",NA,NA,NA,NA,NA,"0.657","0.4565","0.7232","1.101"
"PPP1R11",NA,NA,NA,NA,NA,"0.5182","0.3637","0.3669","0.708"
"SOX21",NA,NA,NA,NA,NA,"5.468","0.3815","2.851","0.5215"
"KLF9",NA,NA,NA,NA,NA,"0.345","0.4864","0.3472","0.7139"
"TRIM27",NA,NA,NA,NA,NA,"0.6546","0.541","0.4631","0.7074"
"POU4F1",NA,NA,NA,NA,NA,"2.942","0.9591","461.2","156.8"
"ARL5B",NA,NA,NA,NA,NA,"0.6962","0.7071","1.804","2.551"
"UCHL3",NA,NA,NA,NA,NA,"18.61","0.3452","2.446","0.1314"
"POLR3F",NA,NA,NA,NA,NA,"0.5597","0.3483","0.5028","0.8983"
"H4C8",NA,NA,NA,NA,NA,"0.5063","0.4811","0.9575","1.891"
"H4C2",NA,NA,NA,NA,NA,"0.5673","0.4959","0.6214","1.095"
"TOMM5",NA,NA,NA,NA,NA,"0.4438","0.3429","0.4703","1.06"
"H4C3",NA,NA,NA,NA,NA,"0.4888","0.5326","0.4853","0.9112"
"ACTR2",NA,NA,NA,NA,NA,"0.6923","0.4386","0.5247","0.7579"
"FUNDC1",NA,NA,NA,NA,NA,"0.389","0.3614","0.407","1.046"
"C6orf62",NA,NA,NA,NA,NA,"0.3761","0.7115","0.4582","0.644"
"OLAH",NA,NA,NA,NA,NA,"NA","NA","NA","NA"
"PRPF18",NA,NA,NA,NA,NA,"0.5096","0.5538","0.3526","0.6367"
"ID4",NA,NA,NA,NA,NA,"1.902","0.3678","0.6376","0.3353"
"TMEM240",NA,NA,NA,NA,NA,"2.654","0.4181","10.44","3.932"
"RBM24",NA,NA,NA,NA,NA,"0.4803","0.8235","1.381","1.677"
"FAM219A",NA,NA,NA,NA,NA,"0.5684","0.5862","1.1","1.876"
"KCTD4",NA,NA,NA,NA,NA,"0.8523","0.3533","0.5559","0.6522"
"PCYT1B",NA,NA,NA,NA,NA,"1.67","0.3557","0.6176","0.3699"
"PCNA",NA,NA,NA,NA,NA,"1.215","0.4563","0.4289","0.3529"
"SAT1",NA,NA,NA,NA,NA,"0.3979","0.4989","0.445","0.892"
"TMEM170B",NA,NA,NA,NA,NA,"0.4674","1.318","0.8166","0.6198"
"YPEL5",NA,NA,NA,NA,NA,"0.4561","0.482","0.461","0.9564"
"RPS6KA3",NA,NA,NA,NA,NA,"0.4053","0.4794","0.4114","0.8581"
"TFAP2A",NA,NA,NA,NA,NA,"3.764","0.4565","0.4715","0.1252"
"IPO7",NA,NA,NA,NA,NA,"0.6178","0.3487","0.5013","0.8115"
"NRBP1",NA,NA,NA,NA,NA,"1.513","0.4803","0.3304","0.2184"
"ARIH1",NA,NA,NA,NA,NA,"1.442","0.7077","1.745","1.21"
"RBM17",NA,NA,NA,NA,NA,"0.4513","0.7974","0.6921","0.868"
"MAB21L1",NA,NA,NA,NA,NA,"0.4371","0.4541","0.4782","1.053"
"ELAVL2",NA,NA,NA,NA,NA,"0.911","0.5189","1.191","1.307"
"RPS6",NA,NA,NA,NA,NA,"0.8009","0.4928","1.231","1.537"
"RRAGA",NA,NA,NA,NA,NA,"0.6733","0.4982","1.343","1.994"
"BTF3",NA,NA,NA,NA,NA,"0.4103","0.6078","0.3921","0.6451"
"UBL3",NA,NA,NA,NA,NA,"0.398","0.4042","0.4124","1.02"
"ZDHHC21",NA,NA,NA,NA,NA,"0.5389","0.3402","0.6514","1.209"
"FKBP1B",NA,NA,NA,NA,NA,"0.4465","0.451","0.4541","1.007"
"POLR2B",NA,NA,NA,NA,NA,"0.4696","0.5807","0.7445","1.282"
"CYRIA",NA,NA,NA,NA,NA,"0.9714","0.5569","0.4983","0.513"
"CDK8",NA,NA,NA,NA,NA,"1.479","0.5273","3.635","2.458"
"KCNIP4",NA,NA,NA,NA,NA,"0.7309","0.3856","0.4305","0.5891"
"FGF9",NA,NA,NA,NA,NA,"2.179","0.7426","0.4719","0.2166"
"MLST8",NA,NA,NA,NA,NA,"0.5729","1.057","0.4661","0.4412"
"PPP2R2C",NA,NA,NA,NA,NA,"0.4922","1.338","1.226","0.9161"
"SNRNP25",NA,NA,NA,NA,NA,"0.3411","0.3455","0.3768","1.09"
"STAG1",NA,NA,NA,NA,NA,"0.3777","0.4576","0.8892","1.943"
"METTL14",NA,NA,NA,NA,NA,"37.68","0.4233","0.8103","0.02151"
"STK38L",NA,NA,NA,NA,NA,"0.3484","1.599","1.029","0.6437"
"TBR1",NA,NA,NA,NA,NA,"0.7827","0.3709","1.281","1.637"
"NXPE2",NA,NA,NA,NA,NA,"NA","NA","NA","NA"
"TSN",NA,NA,NA,NA,NA,"0.4847","0.507","0.418","0.8244"
"FAM168B",NA,NA,NA,NA,NA,"4.642","0.4778","0.4145","0.08931"
"ARL4C",NA,NA,NA,NA,NA,"0.6838","0.5648","0.4515","0.6603"
"CACNG7",NA,NA,NA,NA,NA,"0.6179","1.24","0.4261","0.3437"
"SUMO1",NA,NA,NA,NA,NA,"0.817","1.866","0.4556","0.2442"
"PPIL3",NA,NA,NA,NA,NA,"1.001","0.6518","0.3897","0.3894"
"WDR45B",NA,NA,NA,NA,NA,"0.417","0.4851","0.4554","0.9388"
"ORMDL1",NA,NA,NA,NA,NA,"0.4859","0.3902","0.614","1.264"
"UBE2E3",NA,NA,NA,NA,NA,"0.5719","0.4719","0.6555","1.146"
"SRSF2",NA,NA,NA,NA,NA,"0.4382","0.4911","0.4526","0.9217"
"DYNLL1",NA,NA,NA,NA,NA,"0.4756","0.4615","0.4572","0.9614"
"HNRNPA3",NA,NA,NA,NA,NA,"1.031","0.4285","0.8159","0.7912"
"B3GALT1",NA,NA,NA,NA,NA,"0.6632","0.345","0.8368","1.262"
"STT3A",NA,NA,NA,NA,NA,"2.347","0.4783","1.018","0.434"
"PDCD10",NA,NA,NA,NA,NA,"0.4338","0.8524","0.6654","0.7806"
"TAGLN",NA,NA,NA,NA,NA,"0.5075","0.3346","0.6057","1.193"
"MTPN",NA,NA,NA,NA,NA,"0.395","0.5927","0.4875","0.8225"
"CUL5",NA,NA,NA,NA,NA,"0.5257","0.3532","0.4535","0.8628"
"LUC7L3",NA,NA,NA,NA,NA,"0.4943","0.5754","0.4186","0.7275"
"NRF1",NA,NA,NA,NA,NA,"8.036","0.9989","34.28","4.266"
"TFAP2B",NA,NA,NA,NA,NA,"0.4944","0.5688","0.3956","0.6955"
"NDUFA4L2",NA,NA,NA,NA,NA,"0.3511","0.5667","0.4991","0.8808"
"TAGLN3",NA,NA,NA,NA,NA,"0.6086","0.3915","0.749","1.231"
"RPL24",NA,NA,NA,NA,NA,"0.4151","0.523","0.4125","0.7888"
"NR2F2",NA,NA,NA,NA,NA,"0.6703","0.4015","0.3976","0.5932"
"PPP2R2B",NA,NA,NA,NA,NA,"0.5875","0.3572","0.4457","0.7586"
"RPL34",NA,NA,NA,NA,NA,"0.5831","0.4565","0.5738","0.9839"
"PPP3CA",NA,NA,NA,NA,NA,"0.5863","0.431","0.3496","0.5963"
"SMARCD1",NA,NA,NA,NA,NA,"1.682","0.4242","1.091","0.6482"
"SP9",NA,NA,NA,NA,NA,"0.8136","0.4136","0.3493","0.4293"
"SPP1",NA,NA,NA,NA,NA,"NA","0.5075","0.3483","NA"
"FZR1",NA,NA,NA,NA,NA,"0.367","0.3466","0.3402","0.9269"
"PFDN6",NA,NA,NA,NA,NA,"0.4213","0.3656","0.3627","0.8609"
"TIMM9",NA,NA,NA,NA,NA,"0.5925","0.6923","4.322","6.244"
"CDC42SE2",NA,NA,NA,NA,NA,"0.3789","0.3851","0.4263","1.107"
"CALN1",NA,NA,NA,NA,NA,"0.3894","0.3296","0.537","1.379"
"CDK1",NA,NA,NA,NA,NA,"1.184","0.3836","0.6008","0.5075"
"TYMP",NA,NA,NA,NA,NA,"NA","NA","NA","NA"
"PURB",NA,NA,NA,NA,NA,"0.3362","0.9634","0.5222","0.542"
"ATP6V1C1",NA,NA,NA,NA,NA,"0.3553","0.5694","0.8775","1.541"
"YWHAZ",NA,NA,NA,NA,NA,"1.125","0.4048","0.9072","0.8067"
"MOB1A",NA,NA,NA,NA,NA,"0.4753","0.5439","0.4211","0.7742"
"FOXB1",NA,NA,NA,NA,NA,"0.9259","0.3811","0.4578","0.4945"
"GTF2A2",NA,NA,NA,NA,NA,"1.724","0.4061","0.9053","0.5252"
"VAMP1",NA,NA,NA,NA,NA,"3.102","0.3461","0.6506","0.2097"
"LRRC3B",NA,NA,NA,NA,NA,"2.994","0.4302","1.742","0.582"
"RPS8",NA,NA,NA,NA,NA,"1.652","0.6132","4.351","2.633"
"ARL4A",NA,NA,NA,NA,NA,"1.649","0.419","1.689","1.024"
"UBE2E2",NA,NA,NA,NA,NA,"3.144","0.3823","2.241","0.7128"
"UBE2G1",NA,NA,NA,NA,NA,"0.5629","0.47","0.6547","1.163"
"SMU1",NA,NA,NA,NA,NA,"0.7471","0.52","0.5262","0.7043"
"PAFAH1B1",NA,NA,NA,NA,NA,"1.297","1.103","0.5542","0.4273"
"MYCBP",NA,NA,NA,NA,NA,"0.5246","0.7232","0.412","0.5697"
"NFIB",NA,NA,NA,NA,NA,"0.3977","1.004","0.4657","0.4637"
"MAP1LC3A",NA,NA,NA,NA,NA,"0.4794","0.5707","0.4196","0.7352"
"RAB2B",NA,NA,NA,NA,NA,"0.3452","4.068","1.382","0.3397"
"CTDSP2",NA,NA,NA,NA,NA,"0.4634","0.3808","0.5009","1.081"
"SMAD4",NA,NA,NA,NA,NA,"0.7128","0.37","0.6805","0.9546"
"MEIS1",NA,NA,NA,NA,NA,"1.402","0.4048","1.12","0.7988"
"UBE2D2",NA,NA,NA,NA,NA,"0.4278","0.4955","0.4487","0.9055"
"MS4A18",NA,NA,NA,NA,NA,"NA","NA","NA","NA"
"RPRD1A",NA,NA,NA,NA,NA,"2.482","0.445","15.33","6.176"
"ENHO",NA,NA,NA,NA,NA,"2.001","0.9779","0.3798","0.1898"
"UBE2QL1",NA,NA,NA,NA,NA,"0.6781","0.5414","0.624","0.9202"
"SNRPN",NA,NA,NA,NA,NA,"1.263","0.7526","1.48","1.172"
"FKBP1A",NA,NA,NA,NA,NA,"1.211","0.8217","12.13","10.02"
"ARGLU1",NA,NA,NA,NA,NA,"1.095","0.5119","2.181","1.991"
"SLC2A7",NA,NA,NA,NA,NA,"0.9726","0.5289","0.4364","0.4487"
"SZRD1",NA,NA,NA,NA,NA,"0.4761","1.249","0.3456","0.2768"
"XPO1",NA,NA,NA,NA,NA,"0.437","0.5076","0.47","0.9261"
"SNU13",NA,NA,NA,NA,NA,"0.432","0.5565","0.8019","1.441"
"SUPT5H",NA,NA,NA,NA,NA,"0.3599","1.658","0.364","0.2195"
"RPS27A",NA,NA,NA,NA,NA,"0.5635","0.4702","0.6549","1.162"
"TAFA5",NA,NA,NA,NA,NA,"0.3689","0.4774","0.3444","0.7214"
"SAR1B",NA,NA,NA,NA,NA,"1.23","0.4813","1.237","1.006"
"CTNNA2",NA,NA,NA,NA,NA,"0.3873","0.4364","0.3772","0.8644"
"FBXO11",NA,NA,NA,NA,NA,"0.5795","1.762","0.4298","0.244"
"BUD31",NA,NA,NA,NA,NA,"0.7498","0.4404","0.5836","0.7784"
"KCTD6",NA,NA,NA,NA,NA,"0.448","0.5525","0.4634","0.8387"
"VSNL1",NA,NA,NA,NA,NA,"0.4561","0.4822","0.461","0.9559"
"HMGB1",NA,NA,NA,NA,NA,"0.5605","0.6141","1.195","1.946"
"TMEM196",NA,NA,NA,NA,NA,"0.4524","0.3875","0.4102","0.9067"
"NXPH1",NA,NA,NA,NA,NA,"0.4828","0.368","0.4341","0.8992"
"HYPK",NA,NA,NA,NA,NA,"0.535","1.11","0.642","0.5785"
"NLK",NA,NA,NA,NA,NA,"0.6049","0.3756","0.5322","0.8798"
"RPS14",NA,NA,NA,NA,NA,"0.828","0.5091","1.016","1.227"
"ELAVL1",NA,NA,NA,NA,NA,"0.5861","0.6375","1.804","2.829"
"ESRRG",NA,NA,NA,NA,NA,"0.5674","0.4386","0.4141","0.7298"
"RBM4",NA,NA,NA,NA,NA,"2.928","0.6226","2.649","0.9046"
"WNT7B",NA,NA,NA,NA,NA,"0.5706","0.4285","0.8665","1.519"
"NR4A2",NA,NA,NA,NA,NA,"0.507","0.4367","0.3588","0.7076"
"PSMD14",NA,NA,NA,NA,NA,"0.4331","0.5189","0.509","0.9808"
"RAB1A",NA,NA,NA,NA,NA,"0.4465","0.451","0.454","1.007"
"ELOB",NA,NA,NA,NA,NA,"1.215","0.5108","0.8944","0.736"
"COA5",NA,NA,NA,NA,NA,"0.5827","1.006","0.358","0.3558"
"U2AF1L4",NA,NA,NA,NA,NA,"0.3655","0.8002","0.4094","0.5117"
"CBFB",NA,NA,NA,NA,NA,"2.58","0.5239","4.063","1.575"
"SNRPE",NA,NA,NA,NA,NA,"0.473","0.5813","0.7759","1.335"
"BLCAP",NA,NA,NA,NA,NA,"0.4146","0.4046","0.4059","0.9791"
"OCM",NA,NA,NA,NA,NA,"0.9753","0.5254","4.171","4.277"
"ZNF740",NA,NA,NA,NA,NA,"0.4112","0.4056","0.4404","1.071"
"RBM18",NA,NA,NA,NA,NA,"1.061","1.124","0.4212","0.3746"
"RHOA",NA,NA,NA,NA,NA,"0.4465","0.451","0.4541","1.007"
"TMEM250",NA,NA,NA,NA,NA,"0.4186","0.9184","0.5561","0.6055"
"PBX1",NA,NA,NA,NA,NA,"0.6348","0.6678","0.4014","0.6011"
"GRIK2",NA,NA,NA,NA,NA,"0.3886","0.4337","0.3945","0.9098"
"MKLN1",NA,NA,NA,NA,NA,"1.207","0.3558","0.5192","0.4303"
"AL162231",NA,NA,NA,NA,NA,"1.646","0.3822","0.5482","0.3331"
"RPL23A",NA,NA,NA,NA,NA,"0.4224","0.4081","0.4024","0.9525"
"CAMK2G",NA,NA,NA,NA,NA,"0.6406","0.3567","0.3916","0.6113"
"PFN2",NA,NA,NA,NA,NA,"1.289","0.4014","0.3362","0.2609"
"RPL10",NA,NA,NA,NA,NA,"1.124","0.5549","1.007","0.8962"
"LHFPL3",NA,NA,NA,NA,NA,"0.6214","0.7585","2.424","3.196"
"TNPO2",NA,NA,NA,NA,NA,"0.4623","0.6441","0.3768","0.585"
"EFTUD2",NA,NA,NA,NA,NA,"2.068","0.5992","0.4173","0.2018"
"CYTH2",NA,NA,NA,NA,NA,"0.7587","1.745","0.376","0.2155"
"PAX2",NA,NA,NA,NA,NA,"0.6211","0.4586","0.4117","0.6629"
"ACTL6A",NA,NA,NA,NA,NA,"7.334","0.4458","2.506","0.3417"
"TSPAN14",NA,NA,NA,NA,NA,"1.005","0.5559","1.437","1.43"
"MRPL55",NA,NA,NA,NA,NA,"0.7664","3.463","0.4576","0.1321"
"HOXC4",NA,NA,NA,NA,NA,"0.6934","0.4065","0.36","0.5192"
"TLK1",NA,NA,NA,NA,NA,"1.333","0.5236","0.6705","0.5031"
"CREB1",NA,NA,NA,NA,NA,"0.9986","0.4029","0.3932","0.3937"
"TMEM243",NA,NA,NA,NA,NA,"0.4552","0.3798","0.4363","0.9583"
"RPS24",NA,NA,NA,NA,NA,"0.918","0.6785","1.809","1.97"
"PSMC2",NA,NA,NA,NA,NA,"0.4586","1.135","0.4155","0.366"
"FGF13",NA,NA,NA,NA,NA,"0.9746","0.5003","1.548","1.588"
"SNRPB",NA,NA,NA,NA,NA,"0.3708","1.603","0.5049","0.315"
"CDC42SE1",NA,NA,NA,NA,NA,"0.5012","0.3982","0.3974","0.7929"
"FGF16",NA,NA,NA,NA,NA,"0.7058","0.6599","0.3732","0.5288"
"RPS18",NA,NA,NA,NA,NA,"0.4617","0.4438","0.443","0.9596"
"EIF4A2",NA,NA,NA,NA,NA,"0.389","0.626","0.3788","0.605"
"USP46",NA,NA,NA,NA,NA,"0.4854","0.3906","0.5157","1.062"
"CNBP",NA,NA,NA,NA,NA,"0.6222","1.077","5.381","4.995"
"CA10",NA,NA,NA,NA,NA,"0.6391","1.712","0.3603","0.2105"
"UBA52",NA,NA,NA,NA,NA,"0.5738","0.4718","0.6518","1.136"
"BANF1",NA,NA,NA,NA,NA,"0.4464","0.4505","0.4546","1.009"
"SS18L2",NA,NA,NA,NA,NA,"0.4147","0.4252","0.6688","1.573"
"LSM5",NA,NA,NA,NA,NA,"0.411","0.5731","0.4635","0.8087"
"DDX46",NA,NA,NA,NA,NA,"0.6302","0.774","0.3457","0.4467"
"TRA2B",NA,NA,NA,NA,NA,"0.4465","0.4513","0.4532","1.004"
"FGF12",NA,NA,NA,NA,NA,"0.5754","0.4595","0.54","0.9385"
"PRMT1",NA,NA,NA,NA,NA,"0.5538","0.4106","0.4496","0.8118"
"TBL1XR1",NA,NA,NA,NA,NA,"1.051","1.162","0.4004","0.3447"
"SNX27",NA,NA,NA,NA,NA,"0.3297","0.5177","0.329","0.6355"
"TRAPPC2",NA,NA,NA,NA,NA,"NA","0.6948","0.9215","NA"
"DDX39B",NA,NA,NA,NA,NA,"0.4111","0.6816","0.4172","0.612"
"KCNIP2",NA,NA,NA,NA,NA,"0.7778","0.4984","0.3799","0.4885"
"CGGBP1",NA,NA,NA,NA,NA,"0.6725","0.4894","0.9174","1.364"
"ARL6",NA,NA,NA,NA,NA,"1.857","0.4017","1.731","0.9322"
"PPIA",NA,NA,NA,NA,NA,"0.6405","0.4","0.3472","0.5421"
"ARMC8",NA,NA,NA,NA,NA,"1.718","1.052","2.768","1.612"
"EIF1",NA,NA,NA,NA,NA,"0.446","0.5268","0.4117","0.7815"
"SMIM29",NA,NA,NA,NA,NA,"0.9085","1.153","0.3343","0.2899"
"TAFA1",NA,NA,NA,NA,NA,"0.3916","0.4247","0.4505","1.061"
"RPL23",NA,NA,NA,NA,NA,"0.6995","0.4374","0.5584","0.7983"
"PPP2CA",NA,NA,NA,NA,NA,"0.9009","0.5079","0.6768","0.7512"
"HOXB6",NA,NA,NA,NA,NA,"1.771","0.5591","0.5751","0.3248"
"CDK5",NA,NA,NA,NA,NA,"0.517","0.4485","0.6725","1.301"
"VAMP2",NA,NA,NA,NA,NA,"0.3362","0.3507","0.3794","1.082"
"UHMK1",NA,NA,NA,NA,NA,"2.912","0.4834","1.815","0.6232"
"LSAMP",NA,NA,NA,NA,NA,"0.3608","0.9451","0.4595","0.4862"
"RPL37A",NA,NA,NA,NA,NA,"0.4465","0.451","0.454","1.007"
"SRSF10",NA,NA,NA,NA,NA,"0.4175","0.6582","0.4182","0.6354"
"FAM199X",NA,NA,NA,NA,NA,"0.4505","0.3688","0.402","0.8923"
"SELENOK",NA,NA,NA,NA,NA,"0.5478","0.7005","1.029","1.468"
"PPM1L",NA,NA,NA,NA,NA,"4.409","0.4016","1.586","0.3596"
"TMEM167A",NA,NA,NA,NA,NA,"0.3757","1.589","0.4956","0.3119"
"SPCS3",NA,NA,NA,NA,NA,"0.7938","1.113","0.407","0.3657"
"TUSC3",NA,NA,NA,NA,NA,"3.645","0.3351","0.6614","0.1815"
"CNOT6L",NA,NA,NA,NA,NA,"0.3571","0.7727","0.4179","0.5409"
"SRP19",NA,NA,NA,NA,NA,"1.546","0.9976","5.513","3.565"
"SUB1",NA,NA,NA,NA,NA,"0.4109","1.073","0.4207","0.3919"
"HOXC9",NA,NA,NA,NA,NA,"0.4424","0.5811","0.4116","0.7083"
"ANAPC13",NA,NA,NA,NA,NA,"0.5777","0.4261","0.5543","0.9594"
"RACK1",NA,NA,NA,NA,NA,"0.5173","0.4615","0.6444","1.246"
"SMIM18",NA,NA,NA,NA,NA,"31.27","0.5896","0.5733","0.01834"
"CNOT8",NA,NA,NA,NA,NA,"0.7813","0.5111","0.6032","0.7721"
"ELOC",NA,NA,NA,NA,NA,"0.582","0.4735","0.5152","0.8851"
"HDAC2",NA,NA,NA,NA,NA,"1.267","0.7494","0.4716","0.3722"
"CYRIB",NA,NA,NA,NA,NA,"0.423","0.5993","0.3976","0.6634"
"ANKRD46",NA,NA,NA,NA,NA,"0.5096","0.4021","0.6747","1.324"
"ATXN7L3B",NA,NA,NA,NA,NA,"0.4963","0.5394","0.3844","0.7126"
"RPL26L1",NA,NA,NA,NA,NA,"0.3829","0.3819","0.5783","1.51"
"EBF2",NA,NA,NA,NA,NA,"0.3833","0.8283","0.4194","0.5063"
"GOLGA7",NA,NA,NA,NA,NA,"1.439","1.038","0.4232","0.2941"
"SMIM12",NA,NA,NA,NA,NA,"0.3583","0.3467","0.3467","0.9678"
"ENY2",NA,NA,NA,NA,NA,"0.4464","0.4509","0.4542","1.008"
