"","Rho","N","P","p.adj","PermPval","Bat","Cetacean","Combination","ratio"
"COA3",0.269077607191456,122,0.000305843644057403,0.0041794473162102,0.000495699081498761,"5.585","0.9346","85.99","15.4"
"BRICD5",-0.395708582077088,183,7.01258469964847e-11,2.73696049667743e-08,0.000496473577384168,"134411501","0.4116","606492629","4.512"
"PSMF1",0.279530996069049,147,3.74486485276265e-05,0.000887782627761599,0.00049836252313826,"379.4","0.2176","652.4","1.719"
"ECD",-0.0924243801458193,201,0.110294724374482,0.283511514441113,0.00050237824573381,"0.1978","0.2939","0.3842","1.307"
"BCO1",0.133216288964225,209,0.0189019236547631,0.0858797791946391,0.000505569160281223,"0.1705","1.082","0.6465","0.5975"
"VPS25",-0.366040308226262,46,0.00292832764145431,0.0225609527773481,0.000508715493379217,"2.49","0.44","6.801","2.731"
"LBP",-0.1872218057523,215,0.000818148655125904,0.00869901314240845,0.000510521381563681,"1.193","0.5079","7.747","6.496"
"SUB1",-0.332619556639863,34,0.0210820114309925,0.0928327867140182,0.000511601312106895,"0.4272","NA","0.4272","NA"
"TMEM201",-0.171031620377303,195,0.0036128011711779,0.0262543343965435,0.000511882062372829,"0.6712","0.9528","6.927","7.27"
"ARHGAP28",-0.202468967649578,192,0.000630453878004586,0.00710459363086577,0.000513211531129945,"3.447","0.5549","27.32","7.926"
"SLC8A3",0.213024663664016,168,0.00077494448235597,0.00833938238511111,0.000514547530605461,"1.269","14","179.2","12.8"
"MTIF3",-0.277123455131816,189,3.46003807669113e-06,0.000138418823258029,0.000514967950021005,"814.6","0.3354","3262","4.005"
"FOXP1",0.300680688336972,106,0.000172762382065069,0.00270768230930973,0.000517524216227476,"1876","0.2054","849.3","0.4528"
"CORO7",-0.344346677574442,205,1.86707341215388e-09,4.07463250741948e-07,0.000520251556929292,"3570003","0.3139","10442404","2.925"
"WNK4",-0.28851315342128,205,4.78712073367953e-07,3.02780656048774e-05,0.000520315249827837,"222018","0.166","38935","0.1754"
"PXMP4",-0.274406809387499,162,2.12575956855362e-05,0.000596779028350789,0.000523149359142035,"181","0.253","507.9","2.806"
"LRP5",-0.158634291157891,193,0.00724938360050853,0.0430228860630162,0.000523234437310858,"1.754","0.377","8.372","4.774"
"SLC25A2",0.239803289587266,147,0.000405074904674045,0.00513223169009823,0.000525396751811846,"1.094","1.457","18.11","12.43"
"TMEM44",-0.164689085280887,192,0.00543007453707475,0.0351932169875537,0.00052587620255514,"0.6585","0.5438","3.354","5.093"
"CHST8",-0.160226074372397,166,0.0119661994816517,0.0619486004870236,0.000526500526500527,"1.073","0.1701","0.8739","0.8146"
"TANGO6",-0.292289120907342,218,1.43028445301552e-07,1.21607308614165e-05,0.000528796055803537,"9877","0.5886","223553","22.63"
"RNF112",0.348358801422355,170,3.19834844050769e-08,3.76323321654442e-06,0.000530843572889506,"33090594","0.2139","10627244","0.3212"
"ACACB",-0.307230539924855,229,1.4336222111207e-08,1.91674613797519e-06,0.000534818240447989,"93209","0.7029","2813804","30.19"
"NT5C3B",0.267017505341347,144,9.73187025948279e-05,0.00177976443305421,0.00053850296176629,"4.72","1.457","142.1","30.1"
"LENG1",-0.3169111377348,183,1.77017156445422e-07,1.42343142584907e-05,0.000539922505240424,"2248","0.5888","52795","23.49"
"ADGRV1",-0.419292002245177,229,1.01635367384079e-14,2.32338449840005e-11,0.000543539078861126,"2766744","522.7","9560261523310","3455420"
"C17orf80",-0.362114534448905,217,7.86841982433106e-11,2.99786795307013e-08,0.0005440609348247,"15666","7.422","36193714","2310"
"FBXL4",-0.227963503810263,166,0.000349427720182132,0.00461348381052349,0.000545641288997304,"13.63","0.3555","63.64","4.67"
"NSRP1",-0.21333835575104,190,0.000340113197863782,0.00451659036698443,0.000549397278867595,"46.74","0.2232","90.26","1.931"
"NMRAL1",-0.225666593860838,169,0.000354543883836122,0.00466180051696435,0.00055269275159712,"4.098","0.6322","33.14","8.086"
"PTK7",-0.169354756137399,194,0.00405152069322283,0.0287250483531022,0.000554159660955044,"0.4253","0.9278","2.618","2.822"
"ESPNL",-0.4066991348719,159,4.33513237749152e-10,1.38741576609239e-07,0.000554359877388639,"61065","1.315","10109602","165.6"
"ZNF23",-0.241894383213921,198,3.3578658660554e-05,0.000825693933220073,0.000555029547161187,"5.094","0.9834","93.45","18.35"
"C8orf88",0.371539469366951,88,2.43838408745808e-05,0.000659105104180813,0.000557597551122592,"541.2","0.2231","361.3","0.6676"
"CMTR2",-0.141277264555777,203,0.0141605886269468,0.0700023908583267,0.000558837375286632,"0.6718","0.4367","3.23","4.807"
"HMCN1",-0.324479019022833,229,2.12947075069028e-09,4.41486850688074e-07,0.000562280875835153,"574.3","14.99","1243634","2165"
"LRP2BP",0.226449076485201,171,0.000311463096096986,0.00422017990156136,0.000567578187533655,"80.53","0.592","1425","17.7"
"PLVAP",0.160146699266976,194,0.0065707182632971,0.0401621977269978,0.000567707850588562,"0.6945","0.2852","2.018","2.905"
"SZT2",-0.253756972590302,223,3.83218031498798e-06,0.000151413702223303,0.000585594378293968,"118.9","0.607","1869","15.72"
"TMEM255B",-0.470473260109388,169,9.58252201530797e-14,1.53339517288958e-10,0.000586388769380308,"16693337","4.712","27592464445","1653"
"AVL9",0.264298162881986,168,3.03660982658122e-05,0.000764022491272842,0.000589892197200962,"1123","0.2621","4294","3.824"
"SPAG16",0.278423117082933,191,2.75798011146918e-06,0.000116139994062447,0.000590727425443738,"156511","0.1901","86793","0.5545"
"GPR27",0.362407651348079,103,8.15280756499518e-06,0.000278538526897115,0.000601525318605833,"574.8","0.2131","233.9","0.4069"
"DMRT2",-0.306907678927214,172,9.53067422751992e-07,5.25896030995772e-05,0.000602810408318159,"320.3","0.7004","6560","20.48"
"EGF",-0.234570599812562,184,0.000106249860002829,0.0018810321884731,0.000605724243292275,"5.365","0.8527","111.4","20.77"
"LCP1",0.262818438927023,147,0.000106102345748475,0.0018810321884731,0.000605936282012845,"0.6384","79.98","206.9","2.586"
"TCTN1",-0.142127711747675,207,0.0126895836189084,0.0645040397299151,0.00063046707377455,"0.6398","0.4214","2.937","4.59"
"LRRC49",0.174874017027918,168,0.00578785836193966,0.0367820927354084,0.000630667079178467,"1.012","0.3644","3.47","3.427"
"PUF60",-0.320514205933672,56,0.003907119238999,0.0279364263013682,0.000634830396058367,"1.038","0.3762","2.277","2.194"
"B3GNT10",-0.349256312872569,180,1.14935964710675e-08,1.67200482481838e-06,0.000634930010040754,"409.4","0.5689","5712","13.95"
"KIF2A",0.22417896449004,60,0.0364749297124582,0.135280917194783,0.000637995711932667,"1.356","0.366","2.42","1.784"
"MAEL",0.146860702240963,176,0.017659350956868,0.0816337110096826,0.000646555946681992,"2.301","0.4741","14.25","6.192"
"SIN3B",-0.167182770964916,170,0.00795352011983929,0.0460130979601115,0.00065138294803515,"0.8901","0.4834","3.577","4.018"
"LARP1",-0.13846692230758,172,0.0270209788842547,0.110092491619531,0.00065418582725646,"0.5544","0.2942","1.327","2.393"
"VWA2",-0.283722867684504,179,3.77912553251325e-06,0.000149687046463557,0.000656977582642973,"381.1","NA","381.1","NA"
"CREM",0.145229632701724,128,0.0458577617808191,0.157979742522426,0.000664393111258027,"0.58","2.499","11.45","4.581"
"USP4",0.228099614109311,184,0.000163944859739544,0.0026052091812832,0.000666839046828432,"61.33","0.1665","44.82","0.7307"
"PTPN14",-0.22471568048659,175,0.000294529457012208,0.0040770418435202,0.000667567883309134,"9.306","1.185","204.9","22.02"
"SNX22",-0.276764739583572,152,3.30083947886823e-05,0.0008145023420212,0.000670181395764454,"32.37","0.7296","613.3","18.95"
"ZC3H4",-0.16390718747548,188,0.00618389530285194,0.0384588778220897,0.000683994528043776,"0.5979","0.5124","3.56","5.954"
"TAS2R41",0.147367976115558,137,0.0359762615495473,0.133944192023233,0.000694243028257234,"3.104","NA","3.104","NA"
"CPSF4L",-0.282496410751571,121,0.000160314785198568,0.00257408654129807,0.000696497959383172,"8.301","1.023","182.2","21.95"
"NOBOX",-0.222430242518635,203,0.000112316002229179,0.00196639022721152,0.000699843295957644,"3.173","2.628","170.4","53.72"
"PSMB4",-0.129495713844218,126,0.0773626000029,0.225082968226619,0.000700116686114352,"0.4551","0.5732","1.165","2.032"
"SLC35E4",-0.16014286687674,156,0.0149304572595612,0.0726336940243594,0.000701846734219415,"0.7562","0.2535","1.602","2.118"
"PPP1R3F",-0.214862214003615,157,0.00105161053267767,0.0105108505583436,0.000724415327236435,"0.3851","3.178","5.879","1.85"
"C1QTNF3",0.261097126977352,112,0.000796169258366046,0.00849353364824897,0.000737537780734356,"78.39","0.2098","86.95","1.109"
"IDE",0.189906429948989,146,0.00525170753881504,0.0343971018974644,0.000739280433711188,"1.87","0.338","7.098","3.796"
"ISOC2",-0.155491677734235,137,0.0269111523212366,0.109827151095238,0.000752005601985051,"0.4768","0.3465","1.183","2.482"
"EFS",-0.189975923860195,180,0.00190711440648745,0.0165138770198118,0.000756741417403701,"4.738","0.1899","6.479","1.368"
"OTOG",-0.302858807997698,218,4.99259985278819e-08,5.18278232999463e-06,0.000762846332234835,"3467872","0.1862","471439","0.1359"
"DHRS3",-0.146709070085528,72,0.132680582985258,0.318983577062815,0.000767979761474521,"0.4069","0.2634","0.462","1.135"
"OXGR1",-0.176780011201706,166,0.00555784229146327,0.0357893731782677,0.000777088465556602,"0.501","1.853","4.516","2.438"
"ACADS",-0.112981559279296,163,0.0791173614602245,0.22848511425492,0.00079661606471664,"3.841","0.1852","1.211","0.3153"
"CDR2",0.204588859672604,163,0.00147536199282785,0.0136151918161657,0.000797151830452399,"153.3","0.2357","291.9","1.904"
"SLC14A2",-0.222743580629304,212,7.70501602049875e-05,0.00149268361210679,0.000798707208796924,"144.7","0.267","459.1","3.173"
"CCDC146",0.277423180015617,201,1.64140338482557e-06,7.9113665554153e-05,0.000813426207283437,"0.4992","750489","42567","0.05672"
"TNS4",0.0953764387284266,216,0.0874794471491974,0.244130818500428,0.000856737659442621,"0.1651","3.566","1.131","0.3172"
"LAMP3",-0.217616146900922,202,0.000163696145230363,0.00260384266001617,0.000861550156789459,"5.337","0.4029","30.95","5.799"
"CTNNB1",0.244987775415003,46,0.0464531581793541,0.159423998809135,0.000876072726375342,"0.4107","17.46","5.834","0.3342"
"ZNF213",-0.367793781091624,161,1.34518755890491e-08,1.85566304462038e-06,0.000876174834060246,"344.5","2.906","92689","269"
"ART5",-0.217305891619087,184,0.000329931265551928,0.00441027886709877,0.000881790200482489,"0.441","16.68","26.98","1.618"
"MCMDC2",-0.174265194786143,183,0.004085305569821,0.0289133391102502,0.000884118288477974,"8.598","0.1606","4.366","0.5078"
"TAF1D",-0.265103411696713,158,5.0034472151456e-05,0.00109678304570904,0.00090221742169134,"0.8143","38.61","87.93","2.277"
"CCDC13",0.260143543342118,209,4.55951508423753e-06,0.000174967291074266,0.000910499636675626,"35.44","1.568","2320","65.47"
"POU2F3",0.244927527265724,180,6.27368517205238e-05,0.00127400393557338,0.000912540223812497,"128","1.047","6710","52.44"
"LCN10",-0.205641284857597,166,0.00125763692853192,0.0120291130486359,0.000914579529132972,"1.511","0.7026","13.69","9.063"
"LDHC",0.173461076383225,160,0.00757374009390607,0.0444589101183731,0.000918576086201114,"0.8588","0.2374","1.7","1.979"
"WSCD2",-0.167376156765875,158,0.0104531864237016,0.0562069520000243,0.000920749129085231,"0.2392","2.595","2.245","0.8652"
"SULT2B1",-0.292792494095071,156,8.57725065494653e-06,0.00029017582448299,0.000923670661110417,"26.97","1.289","860.8","31.92"
"C1orf109",-0.14294679184204,166,0.0249539611923027,0.104477573783157,0.000947632977627621,"0.2958","0.7136","1.047","1.467"
"ITPKC",-0.131656980989206,169,0.0371752981259284,0.136879687209182,0.000973922974430556,"0.3781","0.1664","0.323","0.8542"
"KCTD5",-0.235019077086128,93,0.00603038924819556,0.0377536340960976,0.000975050564277573,"0.6042","0.526","2.484","4.111"
"ALG1",-0.257758430011408,199,9.37931264683237e-06,0.000310740705951577,0.000981584618995796,"199.8","0.5792","2873","14.38"
"NAIP",-0.171414088593722,163,0.00772354347547795,0.0450693312300127,0.00098871079782995,"1.187","0.2993","4.181","3.522"
"CLIP4",0.293271593713436,189,9.02025382219316e-07,5.02934152134965e-05,0.000991653582348566,"268880","0.1788","116978","0.4351"
"VPREB3",-0.227308311488891,140,0.00107332808946106,0.0107011813629631,0.000991958395531372,"16.38","0.3222","65.01","3.969"
"NFATC3",-0.210247230022684,181,0.000570614901471648,0.00658325858208314,0.00100508187464709,"27.69","0.2244","56.9","2.055"
"MARK4",-0.130664177485301,108,0.0994029193218683,0.264710520051346,0.00100967159102986,"0.2386","0.3517","0.3951","1.123"
"CCDC22",-0.157090013818322,173,0.0118702554970954,0.0615879304812703,0.00101277543874879,"2.726","0.2331","0.6811","0.2498"
"KYAT1",-0.120157731329255,193,0.0419634939686766,0.148726429786658,0.00102478827487529,"0.1702","1.175","0.2359","0.2009"
"CSRNP2",-0.0983173968119871,162,0.127712437043682,0.311170905999725,0.00103910498424024,"0.1935","0.4323","0.4062","0.9396"
"FHL5",0.224673373933264,159,0.000564802282653554,0.00653977288496539,0.00107044567407355,"0.1843","255214","303","0.001187"
"TAF6",-0.269752384363377,166,2.32597467561532e-05,0.00064062386848875,0.00107605506081148,"29.44","0.283","93.09","3.162"
"TAFA4",0.412981993788705,82,6.04891426855006e-06,0.000218006139921933,0.00108562736735363,"714.2","0.2835","1180","1.652"
"CRMP1",0.142472746643285,139,0.0411027578993993,0.14694876874357,0.00109780187978912,"0.288","0.7203","1.099","1.526"
"CFAP57",0.201550279541129,210,0.000370616398473808,0.00479345772797878,0.00109781648802618,"0.3582","4233","620.8","0.1467"
"HM13",0.220416535610659,110,0.0050210762820257,0.0334338248214323,0.00110100988109715,"0.6039","1.008","2.773","2.75"
"CCDC113",0.253055412154357,199,1.36037212292054e-05,0.000417824850498552,0.00110626461849674,"40.86","0.7626","1135","27.78"
"C6orf163",0.15714522923583,181,0.0100223861316069,0.0545504159448891,0.00112408044422113,"0.2082","380.9","9.963","0.02616"
"SSTR5",-0.275099997901933,153,3.4668537064961e-05,0.000843783808001163,0.00112788122385366,"18.59","1.382","631.5","33.96"
"PIGB",-0.183435041395617,185,0.00237169001585438,0.019257523731434,0.00115192785781566,"0.7076","2.195","14.33","6.529"
"HSD17B14",0.302502116081789,128,3.1968254145263e-05,0.000794341619305123,0.00115309561823665,"179800","0.3917","181097","1.007"
"PIGZ",-0.168822409971152,199,0.00370610995773082,0.0267985411403564,0.00116012514022534,"0.3513","7.594","6.691","0.881"
"BTBD16",0.311133746628792,204,6.09459760779843e-08,5.91065157090852e-06,0.00117259069256138,"45841303","0.2469","21477270","0.4685"
"KCNH5",0.205724248359335,117,0.00688893455310538,0.0414423799694708,0.00121542484623034,"14.24","0.2013","6.238","0.4381"
"RPL28",-0.228518089897476,88,0.00943694264145055,0.0524340125515596,0.00121659546818188,"NA","1.881","1.881","NA"
"RHBDL1",-0.310647413655806,165,1.18807244202179e-06,6.25379447935285e-05,0.00121895808852331,"172.4","0.283","524.1","3.04"
"KCNJ14",0.292111164896832,140,2.63442750846112e-05,0.000694499324388712,0.0012193003339403,"3728","0.1871","1356","0.3638"
"FMO1",-0.144373280811562,158,0.0272041765582688,0.110543736232965,0.00122729962931813,"3.574","NA","3.574","NA"
"C1orf100",0.257738864771508,152,0.000110521000647539,0.00194560731832995,0.00122871223031088,"836.5","0.3189","3643","4.355"
"ERG",-0.178040302717393,100,0.0308624247713791,0.120777823720129,0.00124611291354671,"1.174","0.2156","1.246","1.062"
"MTAP",-0.170037350573534,126,0.0203870381049482,0.0906707570192831,0.00124757802589944,"0.8641","0.6461","2.977","3.445"
"PCDHGA7",-0.200812543933928,147,0.00305948162946675,0.023257874125761,0.00125856248566091,"0.2709","0.2059","0.1862","0.6875"
"ARHGAP22",0.228215516824796,185,0.000156077205575675,0.00252532602995142,0.00125960448419196,"3.786","0.1639","2.955","0.7806"
"SORBS3",-0.328269958643003,212,5.66547590896641e-09,9.74827370916995e-07,0.00126582840696605,"655.6","6.94","371769","567"
"CACNA1B",0.231261556059996,188,0.000112030791695607,0.00196354515740757,0.00127240086926396,"6.43","4.269","1136","176.7"
"OGFOD3",-0.175337778032193,151,0.00875692281314256,0.049358322950302,0.00129599573653739,"0.9762","0.1753","0.7434","0.7616"
"MMP28",-0.183104429254975,196,0.00178647497370621,0.015715872748349,0.00130790481655968,"0.3553","7.908","9.781","1.237"
"NCL",0.110261051948793,186,0.0669741579678894,0.204059496535066,0.00133215682369866,"0.1733","0.2058","0.2222","1.08"
"CRELD2",-0.263637192946233,100,0.0013898339571618,0.0130135301243436,0.0013365400765473,"0.216","190.8","16.32","0.08554"
"SENP3",-0.165852611478234,137,0.018262587740325,0.083592084960149,0.00135677539713947,"1.14","0.2662","2.251","1.974"
"GXYLT2",0.401910043528401,147,3.07398324763186e-09,5.99876584495183e-07,0.00136139749747606,"1778","0.1778","362.7","0.204"
"RPAP3",-0.226323883055936,193,0.000127658895799307,0.00216169063553493,0.00136219897835077,"3.251","1.192","80.78","24.85"
"TCAP",0.161296722891812,136,0.0222016441225105,0.0962532401106512,0.00136676499508358,"0.7393","0.2457","1.459","1.974"
"DEGS2",-0.253056132292849,137,0.000316696734216354,0.00427300264833904,0.0013734466971877,"28.36","0.2709","61.5","2.169"
"MYO6",-0.241053040311443,187,5.92804578494788e-05,0.00122876410169347,0.00137513751375138,"252.7","0.1616","94.47","0.3738"
"GALM",-0.140865929251475,169,0.0257746338482942,0.106657794373003,0.00137937749505047,"0.5102","0.5689","2.049","3.601"
"AMACR",-0.196277749104259,197,0.000788065269576834,0.00842955912016611,0.00139576486931906,"0.3217","76.47","24.9","0.3256"
"SOX8",-0.329679676422178,148,1.06604555506882e-06,5.7244499906749e-05,0.00142099520414119,"244.4","0.178","75.12","0.3074"
"JMY",-0.206637392440547,187,0.000576719615939599,0.00662503036199962,0.00142606090288381,"3.135","0.5049","22.26","7.1"
"COL3A1",0.256897947652573,209,5.98536926429855e-06,0.000217002745041628,0.00143353056090397,"19.29","3.877","3478","180.3"
"PATJ",-0.209426233229405,227,0.00011933873658304,0.0020667299380972,0.00144696948795061,"15.36","0.6321","235","15.3"
"DOK6",-0.216212482527175,76,0.0227063522104503,0.0977790764455399,0.00144864743295044,"1.644","0.2455","1.552","0.9445"
"ABCG8",-0.164028558715097,210,0.0037628403398382,0.0271107479144939,0.00145023569962974,"2.474","0.1714","2.878","1.163"
