"","Order","BinPerm","CatPerm","ContPerm","BinRank","CatRank","ContRank","BinPercent","CatPercent","ContPercent","BinaryRankPercent","CatRankPercent","ContRankPercent"
"THEMIS2",9607,0.799842575428726,0.515495697276907,0.30624,10485,9566,4340,0.69965300947551,0.590420935686952,0.31196089706728,0.646862853970017,0.59016595718428,0.31196089706728
"MEGF9",9608,0.214156508820082,0.565423168700589,0.47062,4792,10234,6596,0.319765114106499,0.631650413529194,0.474123059229442,0.295638225677093,0.631377629711888,0.474123059229442
"IPMK",9609,0.910882960710138,0.725957551570436,0.89511,12911,12281,12470,0.861537434939277,0.757992840390075,0.896420356526739,0.796532790425073,0.757665494478376,0.89634847613571
"STX12",9610,0.669153394187132,0.131111367171746,0.87854,8688,3403,12231,0.579741091685573,0.210035798049623,0.879169062679701,0.535998519341107,0.20994509223271,0.879169062679701
"ZWINT",9611,0.0486467333972186,0.618562485667306,0.24391,1463,10923,3484,0.0976244494861871,0.674176027650907,0.250431282346176,0.0902584983651058,0.673884878771053,0.250431282346176
"ZNF76",9612,0.92530416638878,0.634485565816809,0.22537,13267,11123,3223,0.885292940077406,0.686520182693495,0.231742380678551,0.818495897340983,0.686223702881115,0.231670500287522
"FAM76A",9613,NA,0.897969570341798,NA,15752,14686,NA,NA,0.906431304777188,NA,0.971805786908508,0.906039854401876,NA
"DES",9614,0.910308042559123,0.460446337067534,0.18074,12896,8755,2618,0.860536500734018,0.540365386989261,0.188182863714779,0.795607378616818,0.540132025417978,0.188182863714779
"DKK1",9615,0.881972805009112,0.98864543548804,0.29946,12209,16035,4234,0.814693714133191,0.98969263053944,0.304341575618171,0.753223517798754,0.989265223024246,0.304341575618171
"PRKG1",9616,0.337451884237038,0.434985250366382,NA,5997,8376,NA,0.400173495262245,0.516973213183558,NA,0.369979640940218,0.51674995372941,NA
"SCAND1",9617,0.702152845384547,0.907648992585364,0.21447,9076,14810,3064,0.605631923128253,0.914084680903592,0.220241518113859,0.559935838114628,0.913689925350114,0.220241518113859
"FGR",9618,0.0795854379657597,0.0910757201909828,0.9287,2358,2531,12949,0.157346857066595,0.156215282063943,0.930779183438758,0.145474736257635,0.156147819112839,0.930779183438758
"PHF20",9619,0.530835043868413,0.0330921673482227,0.00553,7474,1102,155,0.498732150006673,0.0680162942846562,0.0111414606095457,0.461101856993029,0.0679869208464433,0.0111414606095457
"SNRPC",9620,0.460955623481892,0.093607523550811,0.80476,6966,2592,11178,0.464833844921927,0.159980249351932,0.803479010925819,0.42976124375347,0.159911160466408,0.803479010925819
"ILRUN",9621,0.562235099567821,0.64065475318588,NA,7734,11201,NA,0.516081676231149,0.691334403160104,NA,0.47714232833611,0.69103584428404,NA
"GPR3",9622,0.2418423853667,0.00453177407246706,0.37959,5098,223,5377,0.340184171893768,0.0137637328724849,0.386500862564692,0.314516626565488,0.0137577888827195,0.386500862564692
"CD164L2",9623,0.0613736430239398,0.135036912139993,0.57702,1861,3489,8068,0.124182570399039,0.215343784717936,0.579930994824612,0.11481275834413,0.215250786600037,0.579930994824612
"SPDEF",9624,0.146010991093424,0.872597844060498,0.41111,3803,14345,5782,0.253770185506473,0.885384520429577,0.41561242093157,0.234622740452835,0.885002159294219,0.41561242093157
"TNFSF15",9625,0.198800924932656,0.129404698943141,0.26179,4604,3370,3742,0.307220072067263,0.207999012467597,0.269048303622772,0.284039731013634,0.20790918625455,0.268976423231742
"ATP6V1G1",9626,NA,0.941786912992341,NA,15753,15293,NA,NA,0.943895815331441,NA,0.971867481029058,0.943488185575915,NA
"AKNA",9627,0.921182506083753,0.823075877227768,0.84308,13158,13660,11739,0.878019484852529,0.843105789408715,0.843803910293272,0.811771238200999,0.842741686717256,0.843803910293272
"ROMO1",9628,NA,0.143899352937408,NA,15754,3673,NA,NA,0.226700407357116,NA,0.971929175149608,0.226602504781294,NA
"MED12",9629,0.64694746178949,0.609755929730883,0.51635,8482,10812,7247,0.565994928600027,0.667325021602271,0.520917193789534,0.523289530507743,0.667036831389968,0.520917193789534
"NFS1",9630,0.854607066421357,0.22873541180909,0.26062,11588,5220,3716,0.7732550380355,0.322182446611529,0.26710753306498,0.71491146893701,0.322043309272626,0.26710753306498
"OGDHL",9631,0.0972935043204073,0.0224053187217583,0.10628,2807,801,1616,0.187308154277326,0.0494383409455623,0.116158711903393,0.173175396384725,0.0494169905607996,0.116158711903393
"C10orf53",9632,0.440502545937569,0.948465846180053,0.98039,6816,15391,13637,0.454824502869345,0.949944451302308,0.980232892466935,0.420507125670924,0.949534209389845,0.980232892466935
"RBM12",9633,0.752847360412033,0.667276509593417,0.19496,9739,11551,2832,0.649873215000667,0.712936674484631,0.203565267395055,0.600839040039484,0.712628786476649,0.203565267395055
"SLC18A3",9634,0.797573130400199,0.93567512147283,0.16235,10438,15199,2361,0.696516748965701,0.938094062461424,0.169709603220242,0.643963230304152,0.937688938244185,0.169709603220242
"ZNF618",9635,0.199928320889549,0.0803926670008693,0.8277,4616,2266,11523,0.308020819431469,0.139859276632515,0.828277745830937,0.284780060460238,0.139798877167006,0.828277745830937
"GPN2",9636,0.290099558855435,0.399238799307715,0.65579,5576,7851,9146,0.372080608567997,0.484569806196766,0.657489936745256,0.344006416188537,0.484360540440496,0.657418056354227
"DRGX",9637,0.5484506960219,0.40302577126871,0.12878,7618,7913,1902,0.508341118377152,0.488396494259968,0.13671650373778,0.469985810352273,0.488185575914615,0.13671650373778
"RGS3",9638,0.718859503522555,0.620472873100119,0.95749,9273,10947,13313,0.618777525690645,0.675657326256018,0.956943645773433,0.572089579863039,0.675365537664261,0.956943645773433
"ZDHHC18",9639,0.975392505096786,0.287374242513385,0.3162,14424,6169,4471,0.962498331776325,0.380755462288606,0.321377228292122,0.889875994817694,0.380591029674872,0.321377228292122
"C10orf71",9640,0.904844847697919,0.476561095732825,0.97215,12770,8992,13524,0.852128653409849,0.554993210714727,0.972110408280621,0.787833919427479,0.554753531988401,0.972110408280621
"TMEM273",9641,0.124266431924883,0.917499116692898,NA,3380,14948,NA,0.22554384091819,0.922602147882977,NA,0.208526127460053,0.922203713986057,NA
"RUFY4",9642,0.83594223780624,0.886170990699638,0.09842,11174,14528,1515,0.745629253970372,0.896679422293544,0.108898792409431,0.689370103029181,0.896292183354926,0.108898792409431
"LRRC18",9643,0.0426943203923395,0.375580218017331,0.90134,1266,7517,12558,0.0844788469237955,0.463955067275645,0.902673950546291,0.0781047566166944,0.463754704176692,0.902673950546291
"POLE3",9644,NA,0.834561852085629,NA,15755,13822,NA,NA,0.853104554993211,NA,0.971990869270159,0.852736134246406,NA
"HDHD3",9645,0.952836967562077,0.756041979467559,0.7051,13898,12681,9843,0.927398905645269,0.78268115047525,0.707518688901668,0.85742488740823,0.782343142698501,0.707518688901668
"BSPRY",9646,0.13529373988936,0.371912649636254,0.16296,3600,7457,2368,0.240224209261978,0.460251820762869,0.170212765957447,0.222098833981122,0.460053056943673,0.170212765957447
"MAPK8",9647,NA,0.0585163315218796,NA,15756,1799,NA,NA,0.111035674608073,NA,0.972052563390709,0.11098772287001,NA
"WDR31",9648,0.253958754411336,0.189121663563004,0.69636,5239,4535,9731,0.349592953423195,0.279903715590668,0.699468085106383,0.323215497563082,0.279782836695663,0.699468085106383
"PRPF4",9649,0.973388532155852,0.0580609108689578,0.60707,14380,1792,8474,0.959562258107567,0.110603629181583,0.609114433582519,0.88716145351348,0.110555864026158,0.609114433582519
"IL2RG",9650,0.990734368009911,0.585248846145102,0.98981,14724,10504,13782,0.982517015881489,0.648315022836687,0.990655549166187,0.908384230982787,0.648035042260473,0.990655549166187
"CDC26",9651,0.711239957681754,0.529764572929359,NA,9181,9769,NA,0.612638462565061,0.602950253055178,NA,0.56641372077241,0.602689863655994,NA
"SLC31A1",9652,0.870143214366902,0.370584063668281,0.00743,11926,7441,196,0.795809422127319,0.459264288359462,0.0140885566417481,0.735764081683016,0.459065951014868,0.0140885566417481
"UBXN11",9653,0.0542863372621225,0.0784626327536729,0.18371,1632,2229,2665,0.108901641532097,0.137575607949636,0.191561242093157,0.100684804738108,0.137516194706644,0.191561242093157
"SLC46A2",9654,0.0589889470062331,0.0176751939090411,0.48106,1783,676,6742,0.118977712531696,0.0417232440439452,0.484617596319724,0.110000616941205,0.0417052254920106,0.484617596319724
"SNX30",9655,0.0749003827742852,0.0458820830465703,0.30699,2225,1472,4350,0.148471907113306,0.0908529811134428,0.312679700977573,0.137269418224443,0.0908137454500586,0.312679700977573
"INIP",9656,NA,0.206311500927167,NA,15757,4838,NA,NA,0.298605110480188,NA,0.972114257511259,0.298476155222407,NA
"CXorf65",9657,0.432826493989143,0.30333694349562,NA,6763,6413,NA,0.451287868677432,0.395815331440563,NA,0.417237337281757,0.395644395089148,NA
"CNKSR1",9658,0.877945370058064,0.621860419820633,0.83325,12109,10970,11600,0.808020819431469,0.677076904085915,0.833812535940196,0.747054105743723,0.676784502436918,0.833812535940196
"FOXO4",9659,0.956087000806202,0.677146613332336,0.90778,13973,11676,12638,0.93240357667156,0.720651771386249,0.908424381828637,0.862051946449503,0.720340551545438,0.908424381828637
"ZNF593",9660,0.0500629512806025,0.0499101567948539,0.01785,1495,1589,356,0.099759775790738,0.0980743118133564,0.0255894192064405,0.0922327102227158,0.0980319575544451,0.0255894192064405
"FAM110D",9661,0.598280467266662,0.963917239077839,0.26758,8014,15641,3817,0.53476578139597,0.965374645105542,0.274367452558942,0.494416682090197,0.964957739527423,0.274367452558942
"SUSD1",9662,0.213281577843055,0.758101371001246,0.00841,4778,12715,213,0.318830908848258,0.78477965683249,0.0153105232892467,0.294774507989389,0.784440742797211,0.0153105232892467
"TRIM63",9663,0.96784039635495,0.206308272168221,0.58095,14257,4837,8116,0.95135459762445,0.298543389704975,0.58338125359402,0.879573076685792,0.298414461101857,0.58338125359402
"SPAG4",9664,0.887616884552975,0.936912377109003,0.18815,12362,15217,2724,0.824903243026825,0.939205036415257,0.195802185163887,0.762662718242951,0.938799432414091,0.195802185163887
"SLC30A2",9665,0.122752926191888,0.14088455478,0.67161,3347,3618,9378,0.223341785666622,0.223305764720405,0.674094307073031,0.206490221481893,0.223209328151027,0.674094307073031
"UGCG",9666,NA,0.0369295622036024,NA,15758,1212,NA,NA,0.0748055795580792,NA,0.972175951631809,0.0747732741069776,NA
"EXTL1",9667,0.522525973772608,0.224205843180595,0.31083,7424,5128,4401,0.495395702655812,0.316504135291939,0.316345600920069,0.458017150965513,0.316367450181998,0.316345600920069
"PAFAH2",9668,0.823124046116187,0.795313965464662,0.07502,10929,13233,1168,0.729280661951154,0.816751018392791,0.0839562967222542,0.674255043494355,0.816398297242273,0.0839562967222542
"MTFR1L",9669,0.899074091534821,0.842843759901911,0.03874,12624,13922,653,0.842386227145336,0.859276632514504,0.0469378953421507,0.778826577827133,0.858905546301437,0.0469378953421507
"NPY4R",9670,0.632782310830575,0.597170959439778,0.41847,8338,10656,5885,0.556452689176565,0.657696580669053,0.42308798159862,0.514405577148498,0.65741254858412,0.423016101207591
"ITPR3",9671,0.958601604761441,0.758910081085813,0.48528,14028,12725,6775,0.936073668757507,0.785396864584619,0.486989649223692,0.865445123079771,0.785057684002715,0.486989649223692
"GPRIN2",9672,0.0391740420201328,0.542333125605872,0.15486,1159,9927,2266,0.0773388495929534,0.612702135538822,0.162880966072455,0.0715034857178111,0.612437534702943,0.162880966072455
"SYT15",9673,0.768147593493906,0.382529847938623,NA,9956,7629,NA,0.664353396503403,0.470867794099494,NA,0.614226664198902,0.470664445678327,NA
"MAN1C1",9674,0.228663527507495,0.294942818248659,0.70329,4967,6284,9820,0.331442679834512,0.387853351438094,0.705937320299022,0.306434696773398,0.387685853538158,0.705865439907993
"TEX11",9675,0.873296630176193,0.4500143446693,0.39104,11998,8600,5509,0.800613906312558,0.530798666831255,0.395989074180564,0.740206058362638,0.530569436732679,0.395989074180564
"LDLRAP1",9676,0.931233788591759,0.694743169760542,0.60062,13424,11900,8395,0.895769384759109,0.734477225033946,0.603435882691202,0.828181874267382,0.734160034548707,0.603435882691202
"PTPN20",9677,0.683547026531624,0.0221196984413302,0.6679,8842,798,9322,0.590017349526224,0.0492531786199235,0.670069005175388,0.545499413905855,0.0492319081991486,0.670069005175388
"MACO1",9678,0.874688926611401,0.560731060889162,0.58367,12024,10173,8158,0.802348858935006,0.627885446241205,0.586400230017251,0.741810105496946,0.627614288358319,0.586400230017251
"C20orf173",9679,0.263156558411387,0.124513539395668,NA,5323,3279,NA,0.355198184972641,0.202382421923219,NA,0.328397803689308,0.202295021284472,NA
"TMEM50A",9680,0.71763020009143,0.00886961663545876,0.89874,9260,384,12515,0.617910049379421,0.0237007776817677,0.89958309373203,0.571287556295885,0.0236905422913196,0.89958309373203
"GDF5",9681,0.954712222471209,0.534809296943508,0.3536,13943,9833,4999,0.930401708261044,0.606900382668806,0.359330074755607,0.860201122832994,0.606638287371214,0.359330074755607
"CLIC4",9682,NA,0.570477745195844,NA,15759,10305,NA,NA,0.636032588569312,NA,0.97223764575236,0.635757912270961,NA
"GDPD2",9683,0.619297315420543,0.0717438486112127,0.73743,8209,2096,10282,0.547777926064327,0.129366744846315,0.739074180563542,0.506447035597508,0.129310876673453,0.739074180563542
"UQCC1",9684,0.435925157862852,0.0439318539331401,0.15218,6783,1407,2230,0.452622447617777,0.0868411307246019,0.1602932719954,0.418471219692763,0.0868036276142884,0.1602932719954
"SRRM1",9685,0.463878380667382,0.161694471508754,0.55546,6991,4019,7765,0.466502068597358,0.248055795580792,0.558151236342726,0.431303596767228,0.247948670491702,0.558151236342726
"ALOX5",9686,0.198813264368927,0.113571216763863,0.89046,4605,3054,12406,0.30728680101428,0.188495247500309,0.891748131109833,0.284101425134185,0.188413844160651,0.891748131109833
"NCMAP",9687,0.959448363378494,0.268617135825258,0.22447,14045,5875,3211,0.9372080608568,0.362609554376003,0.23080793559517,0.866493923129126,0.36245295823308,0.23080793559517
"RCAN3",9688,0.462278068356494,0.762724948618978,0.95269,6977,12779,13255,0.465567863339116,0.788729786446118,0.952774583093732,0.430439879079524,0.788389166512431,0.952774583093732
"NIPAL3",9689,0.988769812334497,0.389638562448756,0.17909,14684,7719,2589,0.979847858000801,0.476422663868658,0.186098332374928,0.905916466160775,0.476216916527855,0.186098332374928
"KIF4A",9690,0.627562469627983,0.233859263410498,0.93587,8286,5314,13030,0.552916054984652,0.327984199481546,0.936601495112133,0.511197482879882,0.327842556604356,0.936601495112133
"FAM83C",9691,0.910645330736807,0.389759800229894,0.9385,12902,7720,13070,0.860936874416122,0.476484384643871,0.939476710753307,0.79597754334012,0.476278610648405,0.939476710753307
"STPG1",9692,0.0439592614447683,0.223986569395177,0.29793,1308,5123,4214,0.0872814626985186,0.316195531415875,0.302903967797585,0.0806959096798075,0.316058979579246,0.302903967797585
"MDH1B",9693,0.270093621843298,0.232695212858169,0.12311,5377,5298,1829,0.358801548111571,0.326996667078139,0.131469235192639,0.331729286199025,0.326855450675551,0.131469235192639
"ADAM23",9694,0.426569237571372,0.997841804761253,0.61952,6693,16169,8645,0.446616842386227,0.997963214417973,0.621405980448534,0.412918748843235,0.997532235177988,0.621405980448534
"CXCL12",9695,0.317840021176263,0.64206355826174,0.24329,5830,11216,3474,0.38902976111037,0.692260214788298,0.249712478435883,0.359676722808316,0.691961256092294,0.249712478435883
"OR2K2",9696,0.0464007109892655,0.0885892116182573,0.91686,1383,2458,12779,0.0922861337248098,0.151709665473398,0.918559516963772,0.0853229687210809,0.151644148312666,0.918559516963772
"LPAR1",9697,0.222638022977689,0.659979190790246,0.67104,4888,11457,9372,0.326171093020152,0.707134921614615,0.673663024726854,0.301560861249923,0.70682953914492,0.673663024726854
"ZNF32",9698,0.0503000795910026,0.0564248345715583,0.0806,1505,1750,1258,0.10042706526091,0.108011356622639,0.0904255319148936,0.0928496514282189,0.107964710963045,0.0904255319148936
"MYOM3",9699,0.169265912744296,0.0556178637631042,0.86099,4159,1730,12001,0.277525690644602,0.10677694111838,0.862636572742956,0.256585847368746,0.106730828552039,0.862636572742956
"MUSK",9700,0.0374481714185028,0.0544550393067568,0.23601,1099,1705,3380,0.0733351127719205,0.105233921738057,0.242955721679126,0.0678018384847924,0.105188475538281,0.242955721679126
"EIF6",9701,NA,0.293227246264312,NA,15760,6261,NA,NA,0.386433773608197,NA,0.97229933987291,0.386266888765501,NA
"RASGEF1A",9702,0.373567037064541,0.597416081997122,0.4052,6277,10659,5696,0.418857600427065,0.657881742994692,0.409430707303048,0.387253994694306,0.657597630945771,0.409430707303048
"CSGALNACT2",9703,0.798840097341506,0.178344261033245,0.28719,10466,4343,4068,0.698385159482183,0.268053326749784,0.292409430707303,0.645690665679561,0.267937565550003,0.292409430707303
"BAK1",9704,0.956100349835972,0.0702021299717453,0.4293,13974,2059,6030,0.932470305618577,0.127083076163437,0.433438757906843,0.862113640570054,0.127028194213091,0.433438757906843
"CNR2",9705,0.97661613451615,0.599481967756959,0.26024,14455,10684,3712,0.964566929133858,0.659424762375015,0.266820011500863,0.891788512554754,0.659139983959529,0.266820011500863
"HMGCL",9706,0.765368339234822,0.790963088004781,0.98956,9916,13181,13778,0.661684238622715,0.813541538081718,0.99036802760207,0.611758899376889,0.813190202973657,0.99036802760207
"EDEM2",9707,0.595373231903007,0.192329459183392,0.54722,7994,4588,7648,0.533431202455625,0.283174916676953,0.549741230592294,0.493182799679191,0.283052625084829,0.549741230592294
"TXNDC8",9708,0.280318388425343,0.506760485651214,0.49463,5465,9437,6926,0.364673695449086,0.582458955684483,0.49784358826912,0.337158368807453,0.58220741563329,0.49784358826912
"LYPLA2",9709,NA,0.814840843323687,NA,15761,13539,NA,NA,0.83563757560795,NA,0.97236103399346,0.835276698130668,NA
"PHF1",9710,0.225336317542684,0.522240213353653,0.7554,4923,9666,10510,0.328506606165755,0.596593013208246,0.755462909718229,0.303720155469184,0.596335369239312,0.755462909718229
"TXN",9711,0.377694350749298,0.0649556236051279,0.63955,6311,1945,8914,0.421126384625651,0.120046907789162,0.640741805635423,0.389351594793016,0.119995064470356,0.640741805635423
"BMS1",9712,0.997354409746369,0.207122224858016,0.98511,14865,4850,13715,0.991925797410917,0.299345759782743,0.985839562967223,0.917083101980381,0.299216484669011,0.985839562967223
"P2RY4",9713,0.848907765334003,0.407981754186593,0.7777,11439,7992,10819,0.763312424929935,0.49327243550179,0.777673950546291,0.705719044975014,0.49305941143809,0.777673950546291
"AWAT1",9714,0.649799639277974,0.997663241894205,0.9119,8517,16164,12699,0.568330441745629,0.997654610541908,0.912809085681426,0.525448824727003,0.997223764575236,0.912809085681426
"PTPN3",9715,0.927799452671698,0.217291742617572,0.24381,13326,5019,3481,0.889229947951421,0.309776570793729,0.250215641173088,0.822135850453452,0.309642791042014,0.250215641173088
"RPL11",9716,NA,0.297712134375905,NA,15762,6329,NA,NA,0.390630786322676,NA,0.972422728114011,0.390462088962922,NA
"EDA",9717,0.238466829715683,0.294827334984701,0.43208,5070,6280,6069,0.338315761377285,0.387606468337242,0.436242093156987,0.31278919119008,0.387439077055957,0.436242093156987
"ID3",9718,NA,0.725514924259563,NA,15763,12275,NA,NA,0.757622515738798,NA,0.972484422234561,0.757295329755074,NA
"EPB41L4B",9719,0.0100697344757127,0.242233500782486,0.98693,175,5462,13738,0.0116775657280128,0.33711887421306,0.987492811960897,0.0107964710963045,0.336973286445802,0.987492811960897
"BMPR2",9720,0.0456528965739221,0.867320918012518,0.89556,1368,14268,12474,0.0912851995195516,0.88063202073818,0.896635997699827,0.0843975569128262,0.880251712011845,0.896635997699827
"TMEM245",9721,0.710495636301144,0.68287339710504,0.43566,9168,11735,6118,0.611770986253837,0.724293297123812,0.439764232317424,0.565611697205256,0.723980504657906,0.439764232317424
"STARD8",9722,0.357696002330949,0.356179558405156,0.82993,6141,7223,11552,0.409782463632724,0.445809159363042,0.830362277170788,0.378863594299463,0.4456166327349,0.830362277170788
"HNRNPR",9723,NA,0.0142372467252667,NA,15764,563,NA,NA,0.0347487964448834,NA,0.972546116355111,0.0347337898698254,NA
"WDR46",9724,0.346705483082424,0.316516228154408,0.28935,6074,6624,4094,0.40531162418257,0.408838415010493,0.294278320874066,0.374730088222592,0.408661854525264,0.294278320874066
"HTR1D",9725,0.367278458728257,0.0440164820200139,0.53462,6215,1410,7473,0.414720405711998,0.0870262930502407,0.537162162162162,0.383428959220186,0.0869887099759393,0.537162162162162
"C1QC",9726,0.0560895785835111,0.49986612467444,0.19136,1691,9350,2771,0.112838649406112,0.577089248240958,0.199180563542266,0.104324757850577,0.576840027145413,0.199180563542266
"C1QA",9727,0.0415054085743756,0.163367721434006,0.42883,1228,4049,6023,0.0819431469371413,0.249907418837181,0.432935595169638,0.0757603800357826,0.249799494108211,0.432935595169638
"RING1",9728,0.993123824020634,0.879707603435988,0.7666,14780,14449,10658,0.986253836914453,0.891803481051722,0.766101207590569,0.911839101733605,0.891418347831452,0.766101207590569
"HSD17B8",9729,0.143759911576722,0.571795802021249,0.02069,3757,10320,397,0.250700653943681,0.636958400197506,0.0285365152386429,0.231784810907521,0.636683324079215,0.0285365152386429
"ACTL7B",9730,0.0234701307519465,0.144043512868135,0.07506,610,3677,1170,0.0407046576805018,0.226947290457968,0.0841000575043128,0.03763341353569,0.226849281263496,0.0841000575043128
"KLF4",9731,0.10370954055037,0.713826402518466,0.81361,2944,12139,11306,0.196450020018684,0.749228490309838,0.812679700977573,0.181627490900117,0.748904929360232,0.812679700977573
"SLC39A7",9732,0.225923411015592,0.21875,0.59038,4931,5043,8252,0.329040437741892,0.31125786939884,0.593156986774008,0.304213708433586,0.311123449935221,0.593156986774008
"RXRB",9733,0.126854116256702,0.0814379411688659,0.76401,3438,2290,10631,0.229414119845189,0.141340575237625,0.764160437032777,0.212104386451971,0.141279536060213,0.764160437032777
"TMEM38B",9734,0.81249373771629,0.107803143985198,0.71244,10723,2931,9940,0.715534498865608,0.180903592149117,0.714491086831512,0.661546054660991,0.180825467332963,0.714491086831512
"FZD8",9735,0.851775633081728,0.429513481828839,NA,11520,8296,NA,0.768717469638329,0.512035551166523,NA,0.710716268739589,0.511814424085385,NA
"HSPG2",9736,0.844167594971241,0.856795552733861,0.69871,11335,14139,9761,0.756372614440144,0.872670040735712,0.701624496837263,0.699302856437781,0.872293170460855,0.701624496837263
"AOX1",9737,0.922229859620887,0.145100663068156,0.04858,13185,3698,793,0.879821166421994,0.22824342673744,0.0570011500862565,0.813436979455858,0.228144857795052,0.0570011500862565
"CCNY",9738,NA,0.567604746538447,NA,15765,10261,NA,NA,0.633316874459943,NA,0.972607810475662,0.633043370966747,NA
"COL11A2",9739,0.632138199388536,0.828628611090521,0.06173,8329,13743,986,0.555785399706393,0.848228613751389,0.0708740655549166,0.513850330063545,0.847862298722932,0.0708740655549166
"SLC44A1",9740,0.0623348901286059,0.01838111050706,0.03618,1898,691,607,0.126651541438676,0.0426490556721392,0.0436313973548016,0.117095440804491,0.0426306373002653,0.0436313973548016
"VSIG4",9741,0.246859103439735,0.954152827654421,NA,5156,15494,NA,0.344054450820766,0.956301691149241,NA,0.318094885557406,0.955888703806527,NA
"OXLD1",9742,0.743336884721926,0.299148709763235,0.11326,9596,6352,1706,0.640330975577205,0.392050364152574,0.122627947096032,0.59201678080079,0.391881053735579,0.122627947096032
"SLC38A10",9743,0.664456669286276,0.500796609504375,0.80387,8638,9359,11167,0.576404644334712,0.577644735217874,0.802688326624497,0.532913813313591,0.577395274230366,0.802688326624497
"NIPSNAP3B",9744,0.209321112319403,0.476923240191448,NA,4737,8998,NA,0.316095022020553,0.555363535366004,NA,0.292245049046826,0.555123696711703,NA
"RAP1GAP",9745,0.404310551586947,0.705502879161796,0.54566,6522,12036,7624,0.435206192446283,0.742871250462906,0.548016101207591,0.402369054229132,0.74255043494355,0.548016101207591
"OR13C3",9746,0.0357781185553382,0.485239519878888,0.07418,1034,9135,1154,0.0689977312158014,0.563819281570176,0.0829499712478436,0.0637917206490222,0.563575791227096,0.0829499712478436
"PARD3",9747,0.42370741371132,0.664422303520926,0.19306,6665,11511,2796,0.444748431869745,0.710467843476114,0.200977573317999,0.411191313467827,0.710161021654636,0.200977573317999
"PPP3R2",9748,0.328113491529766,0.746611053180396,0.17766,5915,12558,2567,0.394701721606833,0.775089495124059,0.184516963772283,0.364920723055093,0.774754765870812,0.184516963772283
"TP53INP2",9749,0.600371999121409,0.729862003608937,0.42305,8036,12355,5944,0.536233818230348,0.762560177755833,0.427257044278321,0.495773952742304,0.762230859399099,0.427257044278321
"LAS1L",9750,0.0887856118975094,0.090669290336808,0.59577,2597,2515,8318,0.17329507540371,0.155227749660536,0.597901092581944,0.160219631069159,0.155160713184034,0.597901092581944
"BRD2",9751,0.545570303328663,0.0129885857882467,0.12431,7590,523,1850,0.50647270786067,0.0322799654363659,0.132978723404255,0.468258374976865,0.0322660250478129,0.132978723404255
"ZC4H2",9752,NA,0.930870636785694,NA,15766,15142,NA,NA,0.934575978274287,NA,0.972669504596212,0.934172373372818,NA
"ALPL",9753,0.852992208745558,0.828712617122321,0.24683,11551,13744,3530,0.770786066995863,0.848290334526602,0.253737780333525,0.712628786476649,0.847923992843482,0.253737780333525
"HLA-DMA",9754,0.904675026101262,0.871738656320665,0.59622,12762,14335,8330,0.851594821833711,0.884767312677447,0.598763657274296,0.787340366463076,0.884385218088716,0.598763657274296
"DYNLRB1",9755,0.102544102258464,0.0352118716761022,NA,2919,1152,NA,0.194781796343254,0.071102333045303,NA,0.180085137886359,0.0710716268739589,NA
"PGAP4",9756,0.239909737259099,0.159475939827998,0.61793,5085,3975,8614,0.339316695582544,0.245340081471423,0.619177688326624,0.313714602998334,0.245234129187488,0.619177688326624
"MTMR8",9757,0.00993401319736053,0.11571990045015,NA,170,3103,NA,0.0113439209929267,0.191519565485743,NA,0.010488000493553,0.191436856067617,NA
"PSMB9",9758,0.0234897361849792,0.0733202439040195,0.64847,611,2123,9027,0.040771386627519,0.131033205777065,0.648864289821737,0.0376951076562404,0.130976617928311,0.648864289821737
"ITCH",9759,0.0529815400965737,0.0296070835639181,0.97401,1592,997,13566,0.106232483651408,0.0615356128872979,0.975129384703853,0.098217039916096,0.0615090381886606,0.975129384703853
"MRPL50",9760,0.123895090298575,0.657875422028673,0.5507,3374,11427,7697,0.225143467236087,0.705283298358227,0.553263369752731,0.208155962736751,0.70497871552841,0.553263369752731
"COL5A2",9761,0.0760585770399199,0.194718964082572,0.24166,2260,4625,3452,0.150807420258908,0.285458585359832,0.248131109833237,0.139428712443704,0.285335307545191,0.248131109833237
"AMER1",9762,0.792136284690145,0.498790023640001,0.62442,10342,9339,8712,0.690110770052049,0.576410319713616,0.626221966647499,0.638040594731322,0.57616139181936,0.626221966647499
"ARHGEF9",9763,0.322340392380325,0.810481338161966,0.96977,5869,13463,13497,0.391632190044041,0.830946796691766,0.970169637722829,0.362082793509779,0.830587944968844,0.970169637722829
"PLPPR1",9764,0.66865146769503,0.593118037126879,0.10401,8680,10598,1582,0.579207260109435,0.654116775706703,0.113714778608396,0.535504966376704,0.653834289592202,0.113714778608396
"TMEFF1",9765,0.598692700737585,0.581664294148155,0.85634,8016,10464,11929,0.534899239290004,0.645846191828169,0.857461184588844,0.494540070331297,0.64556727743846,0.857461184588844
"PSMB8",9766,0.0208035809442609,0.296730136269956,0.64866,519,6312,9034,0.0346323235019351,0.389581533144056,0.649367452558942,0.0320192485656117,0.389413288913567,0.649367452558942
"SPIN4",9767,0.795020711158647,0.362032516406255,NA,10397,7304,NA,0.693780862137996,0.450808542155289,NA,0.641433771361589,0.450613856499476,NA
"TEX10",9768,0.103064778707455,0.0137521973619698,0.94458,2933,546,13142,0.195716001601495,0.0336995432662634,0.944652098907418,0.180948855574064,0.0336849898204701,0.944652098907418
