"","x"
"1",0.042603298464764
"2",0.0804547795535029
"3",0.0953282759775638
"4",0.0104722106661978
"5",0.0511140925359336
"6",0.0623172640665112
"7",0.0158429072963236
"8",0.0477166493928503
"9",0.147893776439823
"10",0.0598915744722657
"11",0.0313883509445267
"12",0.0633215383921494
