"","x"
"1",0.000476388058280725
"2",0.000538642738362775
"3",0.000984437210864419
"4",0.00114139296321672
"5",0.00113346189979701
"6",0.00134115005433567
"7",0.00126732663166105
"8",0.00143884341865259
"9",0.00180643171758369
"10",0.00189655894259873
"11",0.00215686705544077
"12",0.00230656170703807
